cohort,method,horizon,hours,coverage_50,coverage_80,coverage_90,coverage_95,error_ordering
heart_failure,single_gaussian_grud,1.0,4.0,0.5455634909067354,0.8372065404567955,0.9155505892133206,0.9530248802949576,0.49218677543279443
heart_failure,single_gaussian_grud,2.0,8.0,0.4871626666666667,0.7885813333333335,0.8839306666666666,0.9322773333333334,0.4525703038851403
heart_failure,single_gaussian_grud,3.0,12.0,0.4053733352224426,0.6984332199867763,0.8144599508831586,0.8857088882591858,0.39063310907478527
heart_failure,single_gaussian_grud,4.0,16.0,0.35239879657238027,0.633350793778709,0.7511886533967282,0.8311642087732022,0.36213074753614377
heart_failure,single_gaussian_grud,5.0,20.0,0.33241060619482093,0.5904198777571087,0.7091047332211297,0.7892269761124399,0.3534899682463262
heart_failure,single_gaussian_grud,6.0,24.0,0.3163292443735248,0.562963332336026,0.6820251986303646,0.7593497556597187,0.3349036633239441
heart_failure,single_gaussian_grud,7.0,28.0,0.3108505175106546,0.552876088625354,0.6693578985449701,0.7466977261296556,0.33430627165544347
heart_failure,single_gaussian_grud,8.0,32.0,0.30900204247272983,0.5506114039547266,0.6595581480391369,0.7353436973215959,0.3380027868181752
heart_failure,single_gaussian_grud,9.0,36.0,0.2971200980392157,0.5388174019607842,0.6455371732026144,0.7219771241830065,0.33302688859222657
heart_failure,single_gaussian_grud,10.0,40.0,0.28318244958566835,0.5230516836710256,0.6323226517219908,0.7105906020980025,0.3322780845127626
respiratory,categorical_rssm,1.0,4.0,0.6041469998840695,0.8505931777656327,0.9189921774509641,0.9522090282263184,0.44537241672980055
respiratory,categorical_rssm,2.0,8.0,0.5134360758298951,0.7766833859180756,0.8665695871423563,0.9140172046490305,0.42673927452503685
respiratory,categorical_rssm,3.0,12.0,0.4483603826567036,0.7109767899354308,0.8108292481715926,0.8722573889867212,0.3893410509291731
respiratory,categorical_rssm,4.0,16.0,0.4024392450645096,0.661826176646219,0.7694026744838318,0.8363100085047862,0.37400514603386253
respiratory,categorical_rssm,5.0,20.0,0.3643795797250651,0.617826359030259,0.7274672480268073,0.7992894487171723,0.3680758630484757
respiratory,categorical_rssm,6.0,24.0,0.3305590979260353,0.5789874040763362,0.6911761415754972,0.7664272769984564,0.35971961962228366
respiratory,categorical_rssm,7.0,28.0,0.3028211469137169,0.540028789724283,0.6533421917100358,0.7313082099927412,0.35173822796107107
respiratory,categorical_rssm,8.0,32.0,0.2835695811117372,0.5065383559466528,0.6211365902293121,0.7018220700218186,0.3515417386750683
respiratory,categorical_rssm,9.0,36.0,0.26033297750809964,0.47307901192950913,0.5819428057756054,0.6625091297263892,0.34319586378256944
respiratory,categorical_rssm,10.0,40.0,0.2400319687416748,0.4453127312553651,0.5495071485658468,0.6307610336559808,0.3524526959220324
respiratory,causal_transformer,1.0,4.0,0.5844222520329243,0.8510734612985321,0.9223431211805039,0.9549747989157739,0.4794014042201087
respiratory,causal_transformer,2.0,8.0,0.5601825634387724,0.8134724806515115,0.8912035164361027,0.9327522045141978,0.3440360099957645
respiratory,causal_transformer,3.0,12.0,0.46606539431726235,0.7363206574334079,0.8280900480700586,0.8817762124601399,0.3272359123332104
respiratory,causal_transformer,4.0,16.0,0.396241608309357,0.6567775907931166,0.7630331324756167,0.8284928433128856,0.3415867768595722
respiratory,causal_transformer,5.0,20.0,0.33398938210298956,0.573507741375482,0.6912028906518097,0.7688487858051233,0.3564938368922312
respiratory,causal_transformer,6.0,24.0,0.280779470657986,0.5066447412578025,0.6134080587064009,0.6975524084390452,0.3743993437242911
respiratory,causal_transformer,7.0,28.0,0.24188289718131373,0.4455148316293261,0.5464142029306464,0.6257581909226245,0.3811487866141752
respiratory,causal_transformer,8.0,32.0,0.21594636380712937,0.3966361784212579,0.495325617350846,0.5723987457916107,0.3943334593529375
respiratory,causal_transformer,9.0,36.0,0.19017922355188488,0.3445699196584077,0.4475719609715901,0.5198981216173193,0.4019839353359931
respiratory,causal_transformer,10.0,40.0,0.17230559748986174,0.31086641210076066,0.3982476393452328,0.47719267086996414,0.41074177911337345
respiratory,hgb_residual,1.0,4.0,0.5866580546860768,0.8195127606366241,0.8918368360908233,0.9303092032261804,0.3501196183107648
respiratory,hgb_residual,2.0,8.0,0.523784483456031,0.7872947172558854,0.8717336785049753,0.9175430790389127,0.3507932318543317
respiratory,hgb_residual,3.0,12.0,0.4780353148350864,0.740445480938556,0.8366093950787683,0.8929132359240398,0.3323216800553272
respiratory,hgb_residual,4.0,16.0,0.4582813093751696,0.7075891645404702,0.8069323055208729,0.8699853428152652,0.3222598094090348
respiratory,hgb_residual,5.0,20.0,0.4366862471991764,0.68070611033731,0.7818385514443166,0.8467268212923151,0.3096878656773837
respiratory,hgb_residual,6.0,24.0,0.4264715752735082,0.6681656487012552,0.7679374454661386,0.832203503590845,0.2878253474530016
respiratory,hgb_residual,7.0,28.0,0.4209574428819252,0.6575868305466357,0.7554349832059941,0.8186616469198686,0.2648314564821954
respiratory,hgb_residual,8.0,32.0,0.4088603753955525,0.6514369933677229,0.7516147210542287,0.8146863756556417,0.2535434290741233
respiratory,hgb_residual,9.0,36.0,0.4073262542839485,0.6429574695207596,0.7390864655317715,0.8044833979437047,0.2463284598525822
respiratory,hgb_residual,10.0,40.0,0.4022733327413196,0.6307610336559808,0.7330610070153628,0.8023266139774443,0.2215135493336117
respiratory,matched_gaussian_ensemble,1.0,4.0,0.5705437140822445,0.8571570527152581,0.9291664596479025,0.9601695897716168,0.4692021023577091
respiratory,matched_gaussian_ensemble,2.0,8.0,0.4322870317935442,0.7234447051209449,0.825924277971038,0.8924035272227167,0.2957135212949185
respiratory,matched_gaussian_ensemble,3.0,12.0,0.426657465137309,0.6901384988815382,0.7877540336014469,0.8644281566798344,0.2219897543341816
respiratory,matched_gaussian_ensemble,4.0,16.0,0.4127354649584713,0.6863091037402964,0.7905922588350253,0.864176754790728,0.2155603566925966
respiratory,matched_gaussian_ensemble,5.0,20.0,0.3699812269121298,0.6510325198328589,0.7755404832556168,0.8519651183915703,0.2021741258486703
respiratory,matched_gaussian_ensemble,6.0,24.0,0.368346868917377,0.637022618967716,0.7528357607893147,0.8257265588294517,0.1963348535495164
respiratory,matched_gaussian_ensemble,7.0,28.0,0.3648543904329531,0.6388735097626693,0.7479053630088953,0.8201749529398737,0.1844389133892136
respiratory,matched_gaussian_ensemble,8.0,32.0,0.3662057306341844,0.6425939572586588,0.7495773548918462,0.830161688846504,0.1814287794264591
respiratory,matched_gaussian_ensemble,9.0,36.0,0.3676049216248104,0.6362155177257149,0.745210405078937,0.8476318894319905,0.1699664953374098
respiratory,matched_gaussian_ensemble,10.0,40.0,0.3656868839357073,0.6352011366663707,0.7490453778527661,0.8633336293402007,0.1671539571006434
respiratory,single_gaussian_grud,1.0,4.0,0.5559916750854298,0.8474299310489503,0.9239551072909248,0.9574976675885901,0.4659686052963526
respiratory,single_gaussian_grud,2.0,8.0,0.34324353477334624,0.6005851737993151,0.7119974112126851,0.7905239597659305,0.28671221114435197
respiratory,single_gaussian_grud,3.0,12.0,0.2603477543508956,0.4836038265670363,0.5851538083226246,0.6641917725635779,0.23522799764243105
respiratory,single_gaussian_grud,4.0,16.0,0.2354559108264119,0.43854839585255956,0.5392486835676673,0.6214465374662975,0.23568227636990288
respiratory,single_gaussian_grud,5.0,20.0,0.21204505541088836,0.3986656977330991,0.49767859666121644,0.5856093179111407,0.23290067040390694
respiratory,single_gaussian_grud,6.0,24.0,0.20223952390540748,0.38190482582723667,0.4703895116003311,0.5487504754234065,0.23119452501532714
respiratory,single_gaussian_grud,7.0,28.0,0.19672978260067167,0.37607500092274754,0.4620012549366996,0.539253681762817,0.22061333757554383
respiratory,single_gaussian_grud,8.0,32.0,0.19502362477784038,0.37377721906743533,0.4587830710766252,0.5394974496799457,0.21694911912440948
respiratory,single_gaussian_grud,9.0,36.0,0.19446785399928834,0.36936532014907203,0.4526471524617488,0.5338689439481619,0.20568668185851768
respiratory,single_gaussian_grud,10.0,40.0,0.19012521090489298,0.36527247432140425,0.4468519669656336,0.5300890980670752,0.2121138007109246
sepsis,categorical_rssm,1.0,4.0,0.6147960282588093,0.8549151374170759,0.9215667269751012,0.952394029464978,0.3719980133759604
sepsis,categorical_rssm,2.0,8.0,0.5203528281164195,0.7814044481054365,0.8689936847885776,0.9146817224967966,0.34275939890054596
sepsis,categorical_rssm,3.0,12.0,0.4576024698863399,0.7259642033364923,0.8218213027696818,0.879467877769235,0.310614034332861
sepsis,categorical_rssm,4.0,16.0,0.4143735583380008,0.6828735071458255,0.7855529658337398,0.8482483242090808,0.30957637302151947
sepsis,categorical_rssm,5.0,20.0,0.3868614086335605,0.6518208373904577,0.7587147030185005,0.8252839987017202,0.29432754330358873
sepsis,categorical_rssm,6.0,24.0,0.3635985785240757,0.6229763710800308,0.733002209799317,0.8021710066016888,0.26906448356083823
sepsis,categorical_rssm,7.0,28.0,0.34592237922846353,0.6008252559461248,0.7121258126046168,0.7832301763400679,0.2601739966304523
sepsis,categorical_rssm,8.0,32.0,0.3325514725045608,0.5787118168828017,0.6899068057839727,0.7646419167273283,0.24363593946858209
sepsis,categorical_rssm,9.0,36.0,0.3159395081412765,0.5591873218340823,0.6702179059767115,0.7456515437019858,0.24874060223415737
sepsis,categorical_rssm,10.0,40.0,0.299812734082397,0.5326404494382023,0.642247191011236,0.7182209737827715,0.2588427127281195
sepsis,causal_transformer,1.0,4.0,0.5960034892737142,0.8549312914620488,0.922094425777548,0.9539878952356338,0.4135638901605971
sepsis,causal_transformer,2.0,8.0,0.6441172432729271,0.881000594911221,0.9369622917810726,0.9628752516932089,0.3007442764885152
sepsis,causal_transformer,3.0,12.0,0.5992394848045964,0.8559431640054594,0.9210101262955876,0.9518062235890833,0.255947593056701
sepsis,causal_transformer,4.0,16.0,0.5549954529303004,0.8259526261585993,0.9018736336206118,0.9391957408110047,0.22984882463930564
sepsis,causal_transformer,5.0,20.0,0.5085881207400195,0.7918662771827328,0.879649464459591,0.9236351833820189,0.19997764349827363
sepsis,causal_transformer,6.0,24.0,0.46860907333901364,0.752828058216782,0.8505995552692284,0.9036347388765353,0.16444418179486364
sepsis,causal_transformer,7.0,28.0,0.43339950951769235,0.7149674958153295,0.8218926388726692,0.8811942854918448,0.1386455960221944
sepsis,causal_transformer,8.0,32.0,0.4010496706298922,0.6744852749543915,0.7884212702093051,0.8561915289423311,0.11604801604576924
sepsis,causal_transformer,9.0,36.0,0.36616417838334064,0.632386336183988,0.752766101367348,0.8267019374788617,0.12102077624783157
sepsis,causal_transformer,10.0,40.0,0.33574906367041196,0.5817977528089888,0.7030711610486892,0.785692883895131,0.12097651139964812
sepsis,hgb_residual,1.0,4.0,0.5880072370121479,0.8270386404755751,0.8956771775652623,0.932266089428793,0.2745977339479558
sepsis,hgb_residual,2.0,8.0,0.5332921471718836,0.802804091158704,0.8831171059857221,0.9244748764415156,0.2549227452710902
sepsis,hgb_residual,3.0,12.0,0.4953063815330699,0.7750639226134067,0.8642158528081249,0.910186493107086,0.2161879075509347
sepsis,hgb_residual,4.0,16.0,0.4737745496594214,0.7532115561819068,0.8479231033299004,0.8987840352683976,0.1953455727953398
sepsis,hgb_residual,5.0,20.0,0.4572930866601752,0.7355988315481986,0.8332424537487828,0.8860564751703992,0.1589220800150471
sepsis,hgb_residual,6.0,24.0,0.4433591720526195,0.7201521228620711,0.8226688002660072,0.8758286747438642,0.1259449156730165
sepsis,hgb_residual,7.0,28.0,0.4352446572462922,0.7026275837907275,0.8085016933317762,0.8640663318930282,0.1026511717239424
sepsis,hgb_residual,8.0,32.0,0.4247930764875576,0.6863120433528349,0.7952063842980777,0.8546817287212531,0.076377567543191
sepsis,hgb_residual,9.0,36.0,0.4158573706334251,0.6738295405131178,0.7824322365560226,0.8451587186548776,0.0621174920497604
sepsis,hgb_residual,10.0,40.0,0.4035955056179775,0.6525280898876404,0.7628651685393258,0.8268539325842696,0.0347675459056144
sepsis,matched_gaussian_ensemble,1.0,4.0,0.5964881106229,0.8592659601964332,0.9245606099767382,0.956012535538899,0.3966661087171942
sepsis,matched_gaussian_ensemble,2.0,8.0,0.609640993959363,0.8688907193849533,0.9327464305326744,0.961199203734212,0.3277605843412993
sepsis,matched_gaussian_ensemble,3.0,12.0,0.5670069912564593,0.8315840291808966,0.90455415094677,0.9408335866397268,0.2544698778539939
sepsis,matched_gaussian_ensemble,4.0,16.0,0.5267855529658337,0.7949482356767305,0.871158328364681,0.9121722947946592,0.1646050589613746
sepsis,matched_gaussian_ensemble,5.0,20.0,0.4973904576436222,0.7735345666991237,0.8444011684518014,0.8854527750730282,0.0956698596820948
sepsis,matched_gaussian_ensemble,6.0,24.0,0.4896402668384629,0.7658513269186807,0.8363847960265176,0.8722126394979114,0.0491135453254638
sepsis,matched_gaussian_ensemble,7.0,28.0,0.4812565689594768,0.7553661100081747,0.8300595585659232,0.864953871306785,0.0168746133705722
sepsis,matched_gaussian_ensemble,8.0,32.0,0.4791189237281281,0.747890323798226,0.8269391496589469,0.8634709228653852,0.0137431526095997
sepsis,matched_gaussian_ensemble,9.0,36.0,0.4813378750543557,0.7483693288882447,0.828380924771706,0.8649079576750254,0.0220077122808738
sepsis,matched_gaussian_ensemble,10.0,40.0,0.493876404494382,0.7546629213483146,0.8345505617977528,0.870561797752809,0.0292881859676989
sepsis,single_gaussian_grud,1.0,4.0,0.5817933143792539,0.8519427931420694,0.9211951839407253,0.9533201947100888,0.39108651973809194
sepsis,single_gaussian_grud,2.0,8.0,0.5664069650375252,0.8448940600402709,0.9181139026176094,0.9523155775215084,0.3156372107089768
sepsis,single_gaussian_grud,3.0,12.0,0.5040618425209051,0.7758089414176813,0.8645019400289664,0.9129520029085533,0.22850184399763318
sepsis,single_gaussian_grud,4.0,16.0,0.46078378231882483,0.7181961081901459,0.8117452918255129,0.8664606934431857,0.15269062106138026
sepsis,single_gaussian_grud,5.0,20.0,0.43173644920480364,0.6775592340149302,0.7705160662122688,0.8296721843557288,0.0938218770027291
sepsis,single_gaussian_grud,6.0,24.0,0.41265058154436574,0.6562203426228032,0.7471961872302694,0.8058424600123306,0.051994690154704294
sepsis,single_gaussian_grud,7.0,28.0,0.39524310015960135,0.6356339289189926,0.7246837167659309,0.7853789559733738,0.018480452296527502
sepsis,single_gaussian_grud,8.0,32.0,0.3808021712365084,0.6190001168297791,0.7108642707575062,0.7700160865618794,0.005650368347303235
sepsis,single_gaussian_grud,9.0,36.0,0.3756099917862492,0.6132048122916365,0.7044136831424844,0.762695076581147,0.006483836177194289
sepsis,single_gaussian_grud,10.0,40.0,0.3779775280898876,0.6152434456928839,0.704943820224719,0.7600187265917603,0.00716475924885953
shock,categorical_rssm,1.0,4.0,0.5978732858824538,0.8470657633848641,0.9168570158957848,0.9502051613875614,0.39938683700839656
shock,categorical_rssm,2.0,8.0,0.5037689111816175,0.7696096995811698,0.8618870084074631,0.9113218821271976,0.38308001632741623
shock,categorical_rssm,3.0,12.0,0.45023092245866914,0.7157996420149445,0.8173928964905469,0.8766971932582638,0.33458530167857115
shock,categorical_rssm,4.0,16.0,0.412241168680512,0.6731273975368465,0.7802324904954027,0.8462017541158072,0.32389597755801
shock,categorical_rssm,5.0,20.0,0.3832868877839098,0.6395169662859953,0.7482104803016228,0.8176675227218914,0.32384976379318503
shock,categorical_rssm,6.0,24.0,0.35788072853859093,0.6050601196539168,0.7161361073060698,0.7903324630520725,0.309825068068766
shock,categorical_rssm,7.0,28.0,0.33750918442321814,0.5777410400849049,0.6876928728875827,0.7626908319046453,0.3050131243565941
shock,categorical_rssm,8.0,32.0,0.3234288811378318,0.5559125121292386,0.665643876810644,0.74225695628229,0.2998048205897425
shock,categorical_rssm,9.0,36.0,0.31064310803205836,0.5387630746540918,0.6478964118685839,0.7255244415982612,0.2764334473989819
shock,categorical_rssm,10.0,40.0,0.29720227059086257,0.5158790749367693,0.6233062752857714,0.7004866293774571,0.2878929149198857
