shared_model_count,spearman_rho,spearman_ci95_low,spearman_ci95_high,kendall_tau,kendall_ci95_low,kendall_ci95_high,mean_absolute_rank_change,max_absolute_rank_change,model_rank_flip_count,pairwise_rank_flip_count,pairwise_rank_flip_rate,reference_top_model,candidate_top_model,top_model_changed,seed_rank_variation,contract_rank_variation,contract_to_seed_variation_ratio,contract_variation_exceeds_seed,bootstrap_samples,claim_boundary,contract_id,frozen_task_id,card_id,cohort_label,action_view,action_level,timing_convention,frozen_reference,leakage_negative_control,comparison_axis,reference_contract_id,evaluation_mode
11,-0.18223281903128208,-0.26423758759535904,-0.0956722299914231,-0.14679516868351475,-0.18349396085439343,-0.07339758434175737,4.2727272727272725,8.0,11,32,0.5818181818181818,previous_window_distinct,dreamer_v3_categorical_rssm,True,0.55559094934628,4.2727272727272725,7.690419143354753,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_respiratory_peep_5bin__action_five_bin,kdd2027_respiratory_peep_5bin,respiratory_ventilator_settings,Respiratory failure / ventilation,peep_setting__five_bin,five_bin,current_window,True,False,forecast_horizon,kdd2027_respiratory_peep_5bin__action_five_bin::one_step,one_step_vs_open_loop
11,-0.09111640951564104,-0.1913444599828462,-0.09111640951564104,-0.03669879217087869,-0.18349396085439343,-0.03669879217087869,4.090909090909091,7.0,11,29,0.5272727272727272,previous_window_distinct,sepsisagent_style_adapted,True,0.3590303448196818,4.090909090909091,11.394326830406758,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_respiratory_peep_5bin__action_factorized,kdd2027_respiratory_peep_5bin,respiratory_ventilator_settings,Respiratory failure / ventilation,factorized_2_action_three_bin,factorized,current_window,False,False,forecast_horizon,kdd2027_respiratory_peep_5bin__action_factorized::one_step,one_step_vs_open_loop
11,-0.10022805046720515,-0.33713071520787186,-0.10022805046720515,-0.07339758434175737,-0.2201927530252721,-0.03669879217087869,3.909090909090909,8.0,9,30,0.5454545454545454,previous_window_distinct,dreamer_v3_categorical_rssm,True,0.7430021819652456,3.909090909090909,5.261210537432526,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_respiratory_peep_5bin__timing_previous_window,kdd2027_respiratory_peep_5bin,respiratory_ventilator_settings,Respiratory failure / ventilation,peep_setting__binary,binary,previous_window,False,False,forecast_horizon,kdd2027_respiratory_peep_5bin__timing_previous_window::one_step,one_step_vs_open_loop
11,-0.06378148666094874,-0.25512594664379495,-0.04555820475782052,-0.03669879217087869,-0.18349396085439343,0.03669879217087869,3.909090909090909,8.0,10,29,0.5272727272727272,previous_window_distinct,dreamer_v3_categorical_rssm,True,0.6313413955646489,3.909090909090909,6.191722793014008,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_respiratory_peep_5bin__timing_cumulative_8h,kdd2027_respiratory_peep_5bin,respiratory_ventilator_settings,Respiratory failure / ventilation,peep_setting__binary,binary,cumulative_8h,False,False,forecast_horizon,kdd2027_respiratory_peep_5bin__timing_cumulative_8h::one_step,one_step_vs_open_loop
11,-0.06378148666094874,-0.25512594664379495,-0.04555820475782052,-0.03669879217087869,-0.14679516868351475,0.03669879217087869,3.909090909090909,8.0,10,29,0.5272727272727272,previous_window_distinct,dreamer_v3_categorical_rssm,True,0.5618221760288473,3.909090909090909,6.957879335987964,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_respiratory_peep_5bin__timing_cumulative_12h,kdd2027_respiratory_peep_5bin,respiratory_ventilator_settings,Respiratory failure / ventilation,peep_setting__binary,binary,cumulative_12h,False,False,forecast_horizon,kdd2027_respiratory_peep_5bin__timing_cumulative_12h::one_step,one_step_vs_open_loop
11,-0.06378148666094874,-0.30979579235317956,-0.04555820475782052,-0.03669879217087869,-0.2201927530252721,0.03669879217087869,3.909090909090909,8.0,10,29,0.5272727272727272,previous_window_distinct,dreamer_v3_categorical_rssm,True,0.6627134010316211,3.909090909090909,5.898614548922315,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_respiratory_peep_5bin__timing_next_window_negative_control,kdd2027_respiratory_peep_5bin,respiratory_ventilator_settings,Respiratory failure / ventilation,peep_setting__binary,binary,next_window_negative_control,False,True,forecast_horizon,kdd2027_respiratory_peep_5bin__timing_next_window_negative_control::one_step,one_step_vs_open_loop
11,0.25968176711957697,-0.06833730713673078,0.25968176711957697,0.14679516868351475,0.0,0.14679516868351475,3.272727272727273,7.0,11,24,0.43636363636363634,ridge_residual,dreamer_v3_categorical_rssm,True,0.7100108200035108,3.272727272727273,4.609404787255341,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_aki_diuretic_rrt_factorized_3bin__action_binary,kdd2027_aki_diuretic_rrt_factorized_3bin,aki_diuretic_fluid_balance,AKI / renal dysfunction,diuretic__binary,binary,current_window,False,False,forecast_horizon,kdd2027_aki_diuretic_rrt_factorized_3bin__action_binary::one_step,one_step_vs_open_loop
11,0.12300715284611541,-0.03189074333047437,0.2961283309258334,0.03669879217087869,-0.03669879217087869,0.14679516868351475,3.6363636363636362,7.0,10,27,0.4909090909090909,ridge_residual,dreamer_v3_categorical_rssm,True,0.7727548309374552,3.6363636363636362,4.705714530379887,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_aki_diuretic_rrt_factorized_3bin__action_three_bin,kdd2027_aki_diuretic_rrt_factorized_3bin,aki_diuretic_fluid_balance,AKI / renal dysfunction,diuretic__three_bin,three_bin,current_window,False,False,forecast_horizon,kdd2027_aki_diuretic_rrt_factorized_3bin__action_three_bin::one_step,one_step_vs_open_loop
11,0.12300715284611541,0.013667461427346159,0.12300715284611541,0.03669879217087869,-0.07339758434175737,0.03669879217087869,3.6363636363636362,7.0,10,27,0.4909090909090909,ridge_residual,dreamer_v3_categorical_rssm,True,0.6866886841723914,3.6363636363636362,5.295505401761851,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_aki_diuretic_rrt_factorized_3bin__action_five_bin,kdd2027_aki_diuretic_rrt_factorized_3bin,aki_diuretic_fluid_balance,AKI / renal dysfunction,diuretic__five_bin,five_bin,current_window,False,False,forecast_horizon,kdd2027_aki_diuretic_rrt_factorized_3bin__action_five_bin::one_step,one_step_vs_open_loop
11,0.14123043474924363,-0.17767699855550004,0.22323520331332058,0.07339758434175737,-0.14679516868351475,0.14679516868351475,3.6363636363636362,7.0,11,26,0.4727272727272727,ridge_residual,sepsisagent_style_adapted,True,1.3729719221722043,3.6363636363636362,2.6485345968404643,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_aki_diuretic_rrt_factorized_3bin__action_factorized,kdd2027_aki_diuretic_rrt_factorized_3bin,aki_diuretic_fluid_balance,AKI / renal dysfunction,factorized_2_action_three_bin,factorized,current_window,True,False,forecast_horizon,kdd2027_aki_diuretic_rrt_factorized_3bin__action_factorized::one_step,one_step_vs_open_loop
11,0.17767699855550004,-0.02277910237891026,0.17767699855550004,0.11009637651263605,0.0,0.11009637651263605,3.4545454545454546,8.0,11,25,0.45454545454545453,ridge_residual,dreamer_v3_categorical_rssm,True,1.1341179218226527,3.4545454545454546,3.046019631709566,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_aki_diuretic_rrt_factorized_3bin__timing_previous_window,kdd2027_aki_diuretic_rrt_factorized_3bin,aki_diuretic_fluid_balance,AKI / renal dysfunction,diuretic__binary,binary,previous_window,False,False,forecast_horizon,kdd2027_aki_diuretic_rrt_factorized_3bin__timing_previous_window::one_step,one_step_vs_open_loop
11,0.17767699855550004,-0.06833730713673078,0.3143516128289616,0.11009637651263605,-0.03669879217087869,0.2201927530252721,3.4545454545454546,8.0,11,25,0.45454545454545453,ridge_residual,dreamer_v3_categorical_rssm,True,1.0109186167896558,3.4545454545454546,3.4172339861698777,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_aki_diuretic_rrt_factorized_3bin__timing_cumulative_8h,kdd2027_aki_diuretic_rrt_factorized_3bin,aki_diuretic_fluid_balance,AKI / renal dysfunction,diuretic__binary,binary,cumulative_8h,False,False,forecast_horizon,kdd2027_aki_diuretic_rrt_factorized_3bin__timing_cumulative_8h::one_step,one_step_vs_open_loop
11,0.2961283309258334,-0.06833730713673078,0.2961283309258334,0.2201927530252721,0.0,0.2201927530252721,2.909090909090909,8.0,10,22,0.4,ridge_residual,dreamer_v3_categorical_rssm,True,1.3192547694873082,2.909090909090909,2.2051016804141983,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_aki_diuretic_rrt_factorized_3bin__timing_cumulative_12h,kdd2027_aki_diuretic_rrt_factorized_3bin,aki_diuretic_fluid_balance,AKI / renal dysfunction,diuretic__binary,binary,cumulative_12h,False,False,forecast_horizon,kdd2027_aki_diuretic_rrt_factorized_3bin__timing_cumulative_12h::one_step,one_step_vs_open_loop
11,0.25968176711957697,0.06833730713673078,0.3963563813930385,0.14679516868351475,0.03669879217087869,0.2568915451961508,3.272727272727273,7.0,11,24,0.43636363636363634,ridge_residual,dreamer_v3_categorical_rssm,True,0.8913945900058348,3.272727272727273,3.6714686283948064,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_aki_diuretic_rrt_factorized_3bin__timing_next_window_negative_control,kdd2027_aki_diuretic_rrt_factorized_3bin,aki_diuretic_fluid_balance,AKI / renal dysfunction,diuretic__binary,binary,next_window_negative_control,False,True,forecast_horizon,kdd2027_aki_diuretic_rrt_factorized_3bin__timing_next_window_negative_control::one_step,one_step_vs_open_loop
11,0.3234632537805257,0.19590028045862823,0.4145796632961667,0.2568915451961508,0.14679516868351475,0.2935903373670295,3.090909090909091,7.0,9,21,0.38181818181818183,ridge_residual,ridge_residual,False,1.0476946193808028,3.090909090909091,2.950200405472968,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,af_flutter_rate_control,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False,forecast_horizon,kdd2027_af_rate_anticoag_compact_3bin__action_binary::one_step,one_step_vs_open_loop
11,0.36902145853834617,0.14123043474924363,0.4054680223446026,0.2568915451961508,0.11009637651263605,0.2568915451961508,2.727272727272727,6.0,8,21,0.38181818181818183,ridge_residual,ridge_residual,False,0.7484233139027178,2.727272727272727,3.644024279590021,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_three_bin,kdd2027_af_rate_anticoag_compact_3bin,af_flutter_rate_control,AF/flutter rate control,rate_rhythm_control__three_bin,three_bin,current_window,False,False,forecast_horizon,kdd2027_af_rate_anticoag_compact_3bin__action_three_bin::one_step,one_step_vs_open_loop
11,0.33257489473208984,-0.004555820475782052,0.4328029451992949,0.2201927530252721,0.0,0.2935903373670295,2.909090909090909,6.0,8,22,0.4,ridge_residual,ridge_residual,False,1.001854691352907,2.909090909090909,2.903705431735281,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_five_bin,kdd2027_af_rate_anticoag_compact_3bin,af_flutter_rate_control,AF/flutter rate control,rate_rhythm_control__five_bin,five_bin,current_window,False,False,forecast_horizon,kdd2027_af_rate_anticoag_compact_3bin__action_five_bin::one_step,one_step_vs_open_loop
11,0.3963563813930385,0.19590028045862823,0.4236913042477309,0.2568915451961508,0.11009637651263605,0.2568915451961508,2.727272727272727,7.0,9,21,0.38181818181818183,ridge_residual,ridge_residual,False,0.6627134010316211,2.727272727272727,4.1153124759923125,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_factorized,kdd2027_af_rate_anticoag_compact_3bin,af_flutter_rate_control,AF/flutter rate control,factorized_2_action_three_bin,factorized,current_window,False,False,forecast_horizon,kdd2027_af_rate_anticoag_compact_3bin__action_factorized::one_step,one_step_vs_open_loop
11,0.4692495090055514,0.086560589039859,0.49202861138446163,0.36698792170878686,0.07339758434175737,0.36698792170878686,2.5454545454545454,6.0,8,18,0.32727272727272727,ridge_residual,ridge_residual,False,0.8968772377077588,2.5454545454545454,2.838130391133824,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_frozen_compact_joint,kdd2027_af_rate_anticoag_compact_3bin,af_flutter_rate_control,AF/flutter rate control,compact_joint_2_action,frozen_compact_joint,current_window,True,False,forecast_horizon,kdd2027_af_rate_anticoag_compact_3bin__action_frozen_compact_joint::one_step,one_step_vs_open_loop
11,0.3781330994899103,0.19590028045862823,0.4419145861508591,0.2935903373670295,0.14679516868351475,0.2935903373670295,2.909090909090909,7.0,9,20,0.36363636363636365,ridge_residual,ridge_residual,False,1.079066624847775,2.909090909090909,2.695932616302814,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__timing_previous_window,kdd2027_af_rate_anticoag_compact_3bin,af_flutter_rate_control,AF/flutter rate control,rate_rhythm_control__binary,binary,previous_window,False,False,forecast_horizon,kdd2027_af_rate_anticoag_compact_3bin__timing_previous_window::one_step,one_step_vs_open_loop
11,0.35990981758678214,0.19590028045862823,0.4054680223446026,0.2568915451961508,0.14679516868351475,0.2568915451961508,2.909090909090909,7.0,9,21,0.38181818181818183,ridge_residual,ridge_residual,False,1.079066624847775,2.909090909090909,2.695932616302814,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__timing_cumulative_8h,kdd2027_af_rate_anticoag_compact_3bin,af_flutter_rate_control,AF/flutter rate control,rate_rhythm_control__binary,binary,cumulative_8h,False,False,forecast_horizon,kdd2027_af_rate_anticoag_compact_3bin__timing_cumulative_8h::one_step,one_step_vs_open_loop
11,0.3781330994899103,0.2323468442648847,0.4054680223446026,0.2935903373670295,0.14679516868351475,0.2935903373670295,2.909090909090909,7.0,9,20,0.36363636363636365,ridge_residual,ridge_residual,False,1.079066624847775,2.909090909090909,2.695932616302814,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__timing_cumulative_12h,kdd2027_af_rate_anticoag_compact_3bin,af_flutter_rate_control,AF/flutter rate control,rate_rhythm_control__binary,binary,cumulative_12h,False,False,forecast_horizon,kdd2027_af_rate_anticoag_compact_3bin__timing_cumulative_12h::one_step,one_step_vs_open_loop
11,0.3781330994899103,0.15034207570080774,0.4054680223446026,0.2935903373670295,0.07339758434175737,0.2935903373670295,2.909090909090909,7.0,9,20,0.36363636363636365,ridge_residual,ridge_residual,False,0.9360338329802063,2.909090909090909,3.107890769106875,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__timing_next_window_negative_control,kdd2027_af_rate_anticoag_compact_3bin,af_flutter_rate_control,AF/flutter rate control,rate_rhythm_control__binary,binary,next_window_negative_control,False,True,forecast_horizon,kdd2027_af_rate_anticoag_compact_3bin__timing_next_window_negative_control::one_step,one_step_vs_open_loop
11,0.027334922854692318,-0.11845133237033335,0.12756297332189748,-0.07339758434175737,-0.07339758434175737,0.03669879217087869,3.909090909090909,8.0,11,30,0.5454545454545454,previous_window_distinct,tree_residual_hgb,True,0.6755619670977824,3.909090909090909,5.786428335929543,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_hf_diuretic_binary__action_binary,kdd2027_hf_diuretic_binary,hf_diuretic_decongestion,Heart failure / volume overload,diuretic__binary,binary,current_window,True,False,forecast_horizon,kdd2027_hf_diuretic_binary__action_binary::one_step,one_step_vs_open_loop
11,0.03644656380625642,-0.07289312761251283,0.1913444599828462,-0.03669879217087869,-0.03669879217087869,0.07339758434175737,3.909090909090909,8.0,11,29,0.5272727272727272,previous_window_distinct,tree_residual_hgb,True,0.8318004807082986,3.909090909090909,4.699553558519493,True,1000,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_hf_diuretic_binary__action_three_bin,kdd2027_hf_diuretic_binary,hf_diuretic_decongestion,Heart failure / volume overload,diuretic__three_bin,three_bin,current_window,False,False,forecast_horizon,kdd2027_hf_diuretic_binary__action_three_bin::one_step,one_step_vs_open_loop
