profile,environment_seed,entrant_id,comparator,paired_episode_count,paired_mean_difference,paired_standard_error,paired_ci_lower,paired_ci_upper,normalized_paired_standard_error,paired_precision_threshold,paired_precision_pass,inferential_unit_for_summary,row_role,bootstrap_replicates,bootstrap_seed
respiratory,171902,history_softmax_reference,supported_random,4096,0.04345794636448286,0.00234968691182705,0.03885256001730184,0.048063332711663874,9.440858168850485e-05,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171902,history_softmax_reference,minimum,4096,-0.11121468402363491,0.004736736413582315,-0.12049868739425625,-0.10193068065301357,0.00019031836300729968,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171902,history_softmax_reference,maximum,4096,0.3042621604605532,0.004908345517734326,0.2946418032457939,0.3138825176753125,0.00019721348254270557,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171902,history_softmax_reference,severity,4096,-0.16874216898820468,0.003220679598433242,-0.17505470100113385,-0.16242963697527552,0.0001294043863591841,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171903,history_softmax_reference,behavior,4096,0.12681163279410462,0.0037990645048882666,0.11936546636452362,0.13425779922368564,0.0001526434393639091,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171903,history_softmax_reference,supported_random,4096,0.04533850575688119,0.002386403832144818,0.04066115424587735,0.05001585726788503,9.588383881902822e-05,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171903,history_softmax_reference,minimum,4096,-0.1303595214946533,0.004681466614980424,-0.13953519606001494,-0.12118384692929167,0.000188097665743358,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171903,history_softmax_reference,maximum,4096,0.3182753462960185,0.004956465621404853,0.308560673678065,0.327990018913972,0.00019914691065832878,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171903,history_softmax_reference,severity,4096,-0.17544526438996932,0.0032751766170181994,-0.18186461055932499,-0.16902591822061366,0.00013159403392667951,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171904,history_softmax_reference,behavior,4096,0.13528638456971132,0.0038381412506393155,0.12776362771845826,0.14280914142096438,0.00015421351243398047,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171904,history_softmax_reference,supported_random,4096,0.04699623900711068,0.002387903081159899,0.04231594896803728,0.05167652904618408,9.594407747142027e-05,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171904,history_softmax_reference,minimum,4096,-0.14720926680551893,0.00469517146217817,-0.15641180287138814,-0.13800673073964972,0.00018864831578089462,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171904,history_softmax_reference,maximum,4096,0.32867383110171156,0.005051527177756377,0.31877283783330906,0.33857482437011405,0.00020296640961500932,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171904,history_softmax_reference,severity,4096,-0.17749884287306497,0.003336218190908607,-0.18403783052724584,-0.1709598552188841,0.00013404663660579406,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171905,history_softmax_reference,behavior,4096,0.1233923667024027,0.0038607926193682763,0.11582521316844087,0.1309595202363645,0.00015512362670675467,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171905,history_softmax_reference,supported_random,4096,0.0468040603055257,0.002421244187787103,0.04205842169746298,0.051549698913588425,9.728369704914179e-05,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171905,history_softmax_reference,minimum,4096,-0.12511797025475643,0.004643096509015193,-0.1342184394124262,-0.11601750109708665,0.00018655598490699573,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171905,history_softmax_reference,maximum,4096,0.317244183657455,0.005031893801135765,0.3073816718072289,0.32710669550768107,0.00020217755590382829,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171905,history_softmax_reference,severity,4096,-0.1732318054426518,0.003271460187060943,-0.17964386740929125,-0.16681974347601233,0.000131444710678785,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171906,history_softmax_reference,behavior,4096,0.1333942015382627,0.00393115161229596,0.12568914437816261,0.1410992586983628,0.00015795059599270486,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171906,history_softmax_reference,supported_random,4096,0.04727969525564832,0.002420626810035291,0.04253526670797915,0.05202412380331749,9.725889129411918e-05,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171906,history_softmax_reference,minimum,4096,-0.12711749943560205,0.004913144571261345,-0.13674726279527427,-0.11748773607592981,0.00019740630475857296,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171906,history_softmax_reference,maximum,4096,0.3242062884903978,0.005107105557192955,0.3141963615982996,0.33421621538249596,0.0002051995054154506,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171906,history_softmax_reference,severity,4096,-0.18077644985254357,0.003325371324345758,-0.18729417764826126,-0.17425872205682588,0.0001336108179940426,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171907,history_softmax_reference,behavior,4096,0.13295509987816695,0.003830603803231479,0.12544711642383324,0.14046308333250065,0.00015391066369454046,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171907,history_softmax_reference,supported_random,4096,0.046404604937636415,0.0023967058035750353,0.04170706156262935,0.05110214831264348,9.629776397068431e-05,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171907,history_softmax_reference,minimum,4096,-0.1508110027788278,0.004652336601151473,-0.1599295825170847,-0.14169242304057092,0.000186927244579451,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171907,history_softmax_reference,maximum,4096,0.32894561751808354,0.00503013238872983,0.3190865580361731,0.338804676999994,0.0002021067837315121,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171907,history_softmax_reference,severity,4096,-0.17639829869468304,0.0033334287623146184,-0.1829318190688197,-0.1698647783205464,0.0001339345595473765,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171908,history_softmax_reference,behavior,4096,0.13118839877849306,0.0037967103678833735,0.12374684645744165,0.13862995109954446,0.000152548851980963,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171908,history_softmax_reference,supported_random,4096,0.04845552990724884,0.00238798070705343,0.04377508772142412,0.053135972093073566,9.594719641908675e-05,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171908,history_softmax_reference,minimum,4096,-0.13214959916906494,0.004790726957607096,-0.14153942400597486,-0.12275977433215503,0.00019248766082324018,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171908,history_softmax_reference,maximum,4096,0.3221837289571806,0.005017007509179395,0.312350394239189,0.33201706367517225,0.00020157943634026946,0.0035,True,profile_x_environment_seed,environment,,
respiratory,171908,history_softmax_reference,severity,4096,-0.17708720952781126,0.00327217732687189,-0.18350067708848017,-0.17067374196714236,0.0001314735247952884,0.0035,True,profile_x_environment_seed,environment,,
shock,171901,history_softmax_reference,behavior,4096,-0.05084651061137842,0.0022024298054512167,-0.055163273030062805,-0.04652974819269403,0.00022497025901902672,0.0035,True,profile_x_environment_seed,environment,,
shock,171901,history_softmax_reference,supported_random,4096,0.029194140118646662,0.0015119442679153792,0.02623072935353252,0.03215755088376081,0.0001544396523936298,0.0035,True,profile_x_environment_seed,environment,,
shock,171901,history_softmax_reference,minimum,4096,-0.12166767595749378,0.0032434847650101672,-0.12802490609691372,-0.11531044581807386,0.0003313102673704108,0.0035,True,profile_x_environment_seed,environment,,
shock,171901,history_softmax_reference,maximum,4096,0.3362846371594773,0.003262380030596787,0.32989037229950763,0.342678902019447,0.00033324035058247673,0.0035,True,profile_x_environment_seed,environment,,
shock,171901,history_softmax_reference,severity,4096,-0.15679499065318037,0.001971812250104367,-0.16065974266338492,-0.1529302386429758,0.00020141350772901853,0.0035,True,profile_x_environment_seed,environment,,
shock,171902,history_softmax_reference,behavior,4096,-0.06537545364148549,0.002192409916071158,-0.06967257707698496,-0.06107833020598602,0.0002239467634671619,0.0035,True,profile_x_environment_seed,environment,,
shock,171902,history_softmax_reference,supported_random,4096,0.028306879825462358,0.001489706985476667,0.02538705413392809,0.031226705516996626,0.00015216819421696776,0.0035,True,profile_x_environment_seed,environment,,
shock,171902,history_softmax_reference,minimum,4096,-0.12272510661486133,0.0032441615220099706,-0.12908366319800088,-0.11636655003172179,0.0003313793956564346,0.0035,True,profile_x_environment_seed,environment,,
shock,171902,history_softmax_reference,maximum,4096,0.33633257600638267,0.003220125353596689,0.33002113031333313,0.3426440216994322,0.00032892418776723104,0.0035,True,profile_x_environment_seed,environment,,
shock,171902,history_softmax_reference,severity,4096,-0.1565500190063431,0.0020201806016979813,-0.16050957298567115,-0.15259046502701507,0.00020635416034796064,0.0035,True,profile_x_environment_seed,environment,,
shock,171903,history_softmax_reference,behavior,4096,-0.05649688961500622,0.002118675337931024,-0.06064949327735103,-0.05234428595266141,0.00021641504231909736,0.0035,True,profile_x_environment_seed,environment,,
shock,171903,history_softmax_reference,supported_random,4096,0.029244662501688976,0.0014596653125989378,0.026383718488995057,0.03210560651438289,0.0001490995457125116,0.0035,True,profile_x_environment_seed,environment,,
shock,171903,history_softmax_reference,minimum,4096,-0.11640662873910768,0.0031656212369944796,-0.12261124636361685,-0.1102020111145985,0.0003233567888883868,0.0035,True,profile_x_environment_seed,environment,,
shock,171903,history_softmax_reference,maximum,4096,0.33137973207927574,0.0032575075361547527,0.3249950173084124,0.33776444685013907,0.0003327426428535039,0.0035,True,profile_x_environment_seed,environment,,
shock,171903,history_softmax_reference,severity,4096,-0.15223970348269628,0.001977823227005761,-0.15611623700762756,-0.148363169957765,0.00020202750733396254,0.0035,True,profile_x_environment_seed,environment,,
shock,171904,history_softmax_reference,behavior,4096,-0.053808816982582074,0.0021247577490951294,-0.057973342170808524,-0.04964429179435562,0.00021703633867626717,0.0035,True,profile_x_environment_seed,environment,,
shock,171904,history_softmax_reference,supported_random,4096,0.02804812587132012,0.0014386169474765204,0.02522843665426614,0.0308678150883741,0.00014694953115050507,0.0035,True,profile_x_environment_seed,environment,,
shock,171904,history_softmax_reference,minimum,4096,-0.1172049361271214,0.003160755462226965,-0.12340001683308625,-0.11100985542115656,0.00032285976754992384,0.0035,True,profile_x_environment_seed,environment,,
shock,171904,history_softmax_reference,maximum,4096,0.33513303974007846,0.0032541651892829477,0.32875487596908387,0.34151120351107306,0.0003324012341785848,0.0035,True,profile_x_environment_seed,environment,,
shock,171904,history_softmax_reference,severity,4096,-0.15129710174690453,0.001968015457964907,-0.15515441204451574,-0.1474397914492933,0.00020102567910949037,0.0035,True,profile_x_environment_seed,environment,,
shock,171905,history_softmax_reference,behavior,4096,-0.06401084398670764,0.0021789484032140455,-0.06828158285700717,-0.059740105116408114,0.00022257171849330762,0.0035,True,profile_x_environment_seed,environment,,
shock,171905,history_softmax_reference,supported_random,4096,0.02743458171873094,0.0014543828485586725,0.02458399133555594,0.030285172101905938,0.00014855996106810846,0.0035,True,profile_x_environment_seed,environment,,
shock,171905,history_softmax_reference,minimum,4096,-0.1214133257483066,0.0031970573550777507,-0.127679558164259,-0.1151470933323542,0.0003265678749399113,0.0035,True,profile_x_environment_seed,environment,,
shock,171905,history_softmax_reference,maximum,4096,0.33414924770995647,0.003270173701643094,0.327739707254736,0.34055878816517693,0.00033403644596297744,0.0035,True,profile_x_environment_seed,environment,,
shock,171905,history_softmax_reference,severity,4096,-0.15611429167150714,0.001970457257261425,-0.15997638789573954,-0.15225219544727475,0.00020127510009845925,0.0035,True,profile_x_environment_seed,environment,,
shock,171906,history_softmax_reference,behavior,4096,-0.057236268117664524,0.0021843179301978123,-0.061517531260852236,-0.05295500497447681,0.0002231201963032963,0.0035,True,profile_x_environment_seed,environment,,
shock,171906,history_softmax_reference,supported_random,4096,0.028008143771936674,0.0014756427941662103,0.0251158838953709,0.030900403648502446,0.00015073158781336057,0.0035,True,profile_x_environment_seed,environment,,
shock,171906,history_softmax_reference,minimum,4096,-0.12077132749791833,0.00317769937586354,-0.12699961827461087,-0.11454303672122579,0.00032459052720009823,0.0035,True,profile_x_environment_seed,environment,,
shock,171906,history_softmax_reference,maximum,4096,0.3305698714312284,0.0032204590900408955,0.3242577716147482,0.3368819712477086,0.0003289582777410007,0.0035,True,profile_x_environment_seed,environment,,
shock,171906,history_softmax_reference,severity,4096,-0.15418837684907022,0.001974597060242511,-0.15805858708714554,-0.1503181666109949,0.00020169796603799453,0.0035,True,profile_x_environment_seed,environment,,
shock,171907,history_softmax_reference,behavior,4096,-0.05100777416876451,0.0021449565112377994,-0.0552118889307906,-0.04680365940673842,0.00021909956935896728,0.0035,True,profile_x_environment_seed,environment,,
shock,171907,history_softmax_reference,supported_random,4096,0.029422859098380574,0.001462385907190755,0.026556582720286694,0.032289135476474454,0.0001493774446350979,0.0035,True,profile_x_environment_seed,environment,,
shock,171907,history_softmax_reference,minimum,4096,-0.11232614532883402,0.0031697094274036916,-0.11853877580654526,-0.10611351485112278,0.00032377438278990555,0.0035,True,profile_x_environment_seed,environment,,
shock,171907,history_softmax_reference,maximum,4096,0.3324243952073157,0.00331080384597948,0.3259352196691959,0.3389135707454355,0.000338186668627379,0.0035,True,profile_x_environment_seed,environment,,
shock,171907,history_softmax_reference,severity,4096,-0.1504959077547301,0.0019474171592722836,-0.15431284538690376,-0.14667897012255643,0.00019892163720960275,0.0035,True,profile_x_environment_seed,environment,,
shock,171908,history_softmax_reference,behavior,4096,-0.060384111553845876,0.0021738567857238246,-0.06464487085386457,-0.05612335225382718,0.000222051628135483,0.0035,True,profile_x_environment_seed,environment,,
shock,171908,history_softmax_reference,supported_random,4096,0.028084823740886646,0.0014635441998143224,0.025216277109250573,0.03095337037252272,0.00014949576004787463,0.0035,True,profile_x_environment_seed,environment,,
shock,171908,history_softmax_reference,minimum,4096,-0.12083024015467339,0.00323905180140753,-0.12717878168543215,-0.11448169862391464,0.0003308574561310065,0.0035,True,profile_x_environment_seed,environment,,
shock,171908,history_softmax_reference,maximum,4096,0.3334345893968309,0.003259725548336324,0.3270455273220917,0.3398236514715701,0.00033296920479602775,0.0035,True,profile_x_environment_seed,environment,,
shock,171908,history_softmax_reference,severity,4096,-0.15399622958195688,0.0020060820620253546,-0.1579281504235266,-0.15006430874038718,0.00020491404538307482,0.0035,True,profile_x_environment_seed,environment,,
aki,171901,history_softmax_reference,behavior,16384,-0.058537940348971224,0.0052506658910296405,-0.06882924549538932,-0.04824663520255313,0.001817075289679638,0.0035,True,profile_x_environment_seed,environment,,
aki,171901,history_softmax_reference,supported_random,16384,0.07330382823849416,0.004648814894240269,0.06419215104578323,0.08241550543120509,0.0016087953120479679,0.0035,True,profile_x_environment_seed,environment,,
aki,171901,history_softmax_reference,minimum,16384,-0.04516730223371644,0.005825307672727117,-0.05658490527226159,-0.03374969919517129,0.0020159390916449933,0.0035,True,profile_x_environment_seed,environment,,
aki,171901,history_softmax_reference,maximum,16384,0.16508563691674755,0.0051005365021899365,0.15508858537245526,0.17508268846103983,0.001765120659852327,0.0035,True,profile_x_environment_seed,environment,,
aki,171901,history_softmax_reference,severity,16384,-0.17095377970861297,0.004672067766128336,-0.1801110325302245,-0.16179652688700144,0.001616842333092304,0.0035,True,profile_x_environment_seed,environment,,
aki,171902,history_softmax_reference,behavior,16384,-0.04270107368362885,0.005177649219160853,-0.05284926615318412,-0.03255288121407358,0.001791806725093556,0.0035,True,profile_x_environment_seed,environment,,
aki,171902,history_softmax_reference,supported_random,16384,0.07476153211381101,0.004515278742122924,0.06591158577925008,0.08361147844837194,0.0015625830320577538,0.0035,True,profile_x_environment_seed,environment,,
aki,171902,history_softmax_reference,minimum,16384,-0.04593371384143049,0.005772622939969228,-0.057248054803770175,-0.0346193728790908,0.001997706713500102,0.0035,True,profile_x_environment_seed,environment,,
aki,171902,history_softmax_reference,maximum,16384,0.16737952992069455,0.00509538801880025,0.15739256940384605,0.17736649043754305,0.0017633389464199968,0.0035,True,profile_x_environment_seed,environment,,
aki,171902,history_softmax_reference,severity,16384,-0.15639762169575427,0.004552460120131871,-0.16532044353121275,-0.1474747998602958,0.0015754502311175376,0.0035,True,profile_x_environment_seed,environment,,
aki,171903,history_softmax_reference,behavior,16384,-0.054140472866403985,0.005130141766732143,-0.06419555072919898,-0.04408539500360899,0.0017753660260135936,0.0035,True,profile_x_environment_seed,environment,,
aki,171903,history_softmax_reference,supported_random,16384,0.06702039940559708,0.004450800400174959,0.05829683062125416,0.07574396818994,0.0015402692904667446,0.0035,True,profile_x_environment_seed,environment,,
aki,171903,history_softmax_reference,minimum,16384,-0.060965521861647755,0.005872934969798638,-0.07247647440245308,-0.049454569320842426,0.0020324212648433954,0.0035,True,profile_x_environment_seed,environment,,
aki,171903,history_softmax_reference,maximum,16384,0.17148423191673717,0.005034527526117052,0.16161655796554775,0.1813519058679266,0.0017422772183139869,0.0035,True,profile_x_environment_seed,environment,,
aki,171903,history_softmax_reference,severity,16384,-0.16338031933590882,0.004685019920633315,-0.17256295838035013,-0.15419768029146752,0.0016213246293167347,0.0035,True,profile_x_environment_seed,environment,,
aki,171904,history_softmax_reference,behavior,16384,-0.05982072602740239,0.005304138201108484,-0.07021683690157501,-0.04942461515322976,0.001835580221309805,0.0035,True,profile_x_environment_seed,environment,,
aki,171904,history_softmax_reference,supported_random,16384,0.07550325236251011,0.0046274969489964405,0.06643335834247709,0.08457314638254314,0.0016014179027187088,0.0035,True,profile_x_environment_seed,environment,,
aki,171904,history_softmax_reference,minimum,16384,-0.06154174730327035,0.005869520227183216,-0.07304600694854946,-0.05003748765799124,0.0020312395396001838,0.0035,True,profile_x_environment_seed,environment,,
aki,171904,history_softmax_reference,maximum,16384,0.18637854086245845,0.005143883792918785,0.17629652862833764,0.19646055309657925,0.001780121669722811,0.0035,True,profile_x_environment_seed,environment,,
aki,171904,history_softmax_reference,severity,16384,-0.15455269220817716,0.004678568666806775,-0.16372268679511845,-0.14538269762123587,0.0016190920717404312,0.0035,True,profile_x_environment_seed,environment,,
aki,171905,history_softmax_reference,behavior,16384,-0.05669506956799044,0.005072568973995788,-0.06663730475702219,-0.0467528343789587,0.0017554420580426354,0.0035,True,profile_x_environment_seed,environment,,
aki,171905,history_softmax_reference,supported_random,16384,0.06603632975774454,0.004495757344249655,0.05722464536301521,0.07484801415247386,0.0015558273461253995,0.0035,True,profile_x_environment_seed,environment,,
aki,171905,history_softmax_reference,minimum,16384,-0.06180667310947818,0.005688809366134327,-0.07295673946710146,-0.050656606751854905,0.001968701711636372,0.0035,True,profile_x_environment_seed,environment,,
aki,171905,history_softmax_reference,maximum,16384,0.1618399033789591,0.0050890323256658,0.15186540002065413,0.17181440673726406,0.001761139459120086,0.0035,True,profile_x_environment_seed,environment,,
aki,171905,history_softmax_reference,severity,16384,-0.1628097022803433,0.0046546930339034535,-0.17193290062679406,-0.15368650393389255,0.0016108295344785944,0.0035,True,profile_x_environment_seed,environment,,
aki,171906,history_softmax_reference,behavior,16384,-0.04662762173050166,0.0052450738244419134,-0.05690796642640781,-0.03634727703459551,0.0018151400673239056,0.0035,True,profile_x_environment_seed,environment,,
