task_id,card_id,behavior_estimator,split,heldout_transitions,action_count,nll,brier,ece,temperature,entropy_logk,argmax_accuracy,selected_action_probability_mean,selected_action_probability_q01,selected_action_probability_q05,selected_action_probability_median,selected_action_probability_q95,near_zero_mass_lt_0p01,near_one_mass_gt_0p99,fit_rows,estimator_detail,claim_boundary,selected_support_rate_ge_0p01,selected_support_rate_ge_0p05,selected_support_rate_ge_0p1,selected_support_rate_ge_0p2
kdd2027_hf_diuretic_binary,hf_diuretic_decongestion,nn_classifier,val,82943,2,0.23007604236440013,0.13203633787204105,0.01574237673866408,1.0,0.33726268456448577,0.9203911119684602,0.8647883270820714,0.05346953257918358,0.2430934548377991,0.9474945664405823,0.9993305206298828,0.0006510495159326284,0.3173745825446391,300000,mlp=32-64-2;epochs=5,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",0.9993489504840674,0.9911505491723231,0.9770565327996334,0.9563314565424448
kdd2027_hf_diuretic_binary,hf_diuretic_decongestion,nn_classifier,test,82382,2,0.2326148047816084,0.13475935918839593,0.013923852953512944,1.0,0.33706756332143545,0.9181131800636061,0.8632773074613823,0.05573474314063787,0.23806237056851387,0.9483618438243866,0.999343991279602,0.0004855429584132456,0.3241120633148018,300000,mlp=32-64-2;epochs=5,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",0.9995144570415867,0.9915515525236095,0.9775921924692287,0.9558884222281566
kdd2027_ami_hemodynamic_compact_3bin,acute_myocardial_infarction_hemodynamic_support,knn_frequency,val,13464,9,0.4203669347421517,0.18569992903816732,0.027243022580613875,0.7,0.1858306652573255,0.8663101604278075,0.8212838866789246,0.00702205253764987,0.06553648523986344,0.9751560091972351,0.9798455238342285,0.014557338086749852,0.0,30000,k=64;distance=euclidean;state_space=fixed_projection_latent;smoothing=1,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",0.9854426619132501,0.9568478906714201,0.936423054070113,0.9082739156268568
kdd2027_ami_hemodynamic_compact_3bin,acute_myocardial_infarction_hemodynamic_support,knn_frequency,test,12070,9,0.41085136848907694,0.1817097694676677,0.02516902583560968,0.7,0.18049275530175382,0.8715824357912179,0.8264284680057363,0.007235949831083417,0.06345815770328048,0.9751560091972351,0.9798455238342285,0.014415907207953604,0.0,30000,k=64;distance=euclidean;state_space=fixed_projection_latent;smoothing=1,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",0.9855840927920464,0.9574150787075394,0.936039768019884,0.9106876553438277
kdd2027_ami_hemodynamic_compact_3bin,acute_myocardial_infarction_hemodynamic_support,nn_classifier,val,13464,9,0.5863628646259194,0.2572782444373281,0.029741572316866596,0.8,0.27022335556591126,0.8074866310160428,0.7479787463965349,0.012529745753854514,0.04778304249048233,0.9509251415729523,0.9986687541007996,0.007872846108140225,0.26715686274509803,60401,mlp=32-64-9;epochs=5,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",0.9921271538918598,0.9484551396316102,0.9060457516339869,0.8465537730243613
kdd2027_ami_hemodynamic_compact_3bin,acute_myocardial_infarction_hemodynamic_support,nn_classifier,test,12070,9,0.5693436324789032,0.24499568012631684,0.02424145895114298,0.8,0.26447558877050387,0.8184755592377796,0.7573127918228756,0.01142596892081201,0.04702119119465352,0.9489743411540985,0.9986726820468903,0.0091963545981773,0.26454018227009113,60401,mlp=32-64-9;epochs=5,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",0.9908036454018228,0.948135874067937,0.9111019055509528,0.8537696768848384
kdd2027_shock_fluid_bolus_binary,shock_fluid_bolus_support,knn_frequency,val,79917,2,0.38787257314753876,0.259293392024587,0.014801082068625505,0.9500000000000001,0.5673283164220371,0.8020696472590313,0.741691998187911,0.12532134354114532,0.2315811812877655,0.8144680261611938,0.9878005981445312,0.0,0.0,30000,k=64;distance=euclidean;state_space=fixed_projection_latent;smoothing=1,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",1.0,0.9992367080846378,0.9950573720234743,0.9694057584744172
kdd2027_shock_fluid_bolus_binary,shock_fluid_bolus_support,knn_frequency,test,77588,2,0.3786728569709349,0.2518658290519657,0.008350456185627738,0.9500000000000001,0.5644525960670934,0.8105763777903799,0.746099261886384,0.14022305607795715,0.24706579744815826,0.8144680261611938,0.9878005981445312,0.0,0.0,30000,k=64;distance=euclidean;state_space=fixed_projection_latent;smoothing=1,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",1.0,0.9992524617208847,0.9955921018714234,0.9711295561169253
kdd2027_shock_fluid_bolus_binary,shock_fluid_bolus_support,nn_classifier,val,79917,2,0.3708925257537302,0.24681662358362627,0.003994271830607184,1.0,0.5333471145480627,0.8160841873443698,0.7536304364087997,0.12323059380054474,0.24596213400363923,0.8173984289169312,0.9998289346694946,0.0003128245554763067,0.30216349462567416,300000,mlp=32-64-2;epochs=5,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",0.9996871754445237,0.9988237796714091,0.9943566450192074,0.9674287072838069
kdd2027_shock_fluid_bolus_binary,shock_fluid_bolus_support,nn_classifier,test,77588,2,0.3649499179908249,0.24251579055080535,0.003821469244560205,1.0,0.5285404294577147,0.8189797391349177,0.7570034636090576,0.12640397220849992,0.24726624339818953,0.8221335411071777,0.9998327493667603,0.0002448832293653658,0.3057947105222457,300000,mlp=32-64-2;epochs=5,"Policy-evaluation diagnostics only. Treatment recommendation, causal value, counterfactual benefit, clinical utility, policy optimization, and autonomous-decision claims remain blocked.",0.9997551167706347,0.9988915811723462,0.9944321286796928,0.9680362942723102
