environment,task,mechanism,horizon,estimator,denominator_contract,clipping_contract,support_contract,independent_logged_datasets,minimum_policy_empirical_coverage,minimum_policy_coverage_ci_low,coverage_gate,rank_gate,pairwise_gate,sign_gate,false_improvement_probability,false_improvement_gate,median_ess,ess_gate,maximum_unsupported_action_mass,support_gate,finite_gate,approved_known_value_tuple,retrospective_ehr_ope_authorized,authorization_boundary
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,IS,crossfit_stronger,none,masked,500,0.682,0.6399250012,False,True,True,False,0.0,True,88.79132372,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,IS,exact_behavior,20,masked,500,0.718,0.6770122208,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,IS,exact_behavior,none,masked,500,0.716,0.6749440569,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,IS,misspecified_behavior,20,masked,500,0.692,0.6501980013,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,IS,misspecified_behavior,none,masked,500,0.692,0.6501980013,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,IS,paper_lstm_h16,20,masked,500,0.836,0.8010053635,False,True,True,True,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,IS,paper_lstm_h16,none,masked,500,0.836,0.8010053635,False,True,True,True,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,PDIS,crossfit_stronger,20,masked,500,0.682,0.6399250012,False,True,True,True,0.0,True,90.91252829,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,PDIS,crossfit_stronger,none,masked,500,0.682,0.6399250012,False,True,True,False,0.0,True,88.79132372,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,PDIS,exact_behavior,20,masked,500,0.718,0.6770122208,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,PDIS,exact_behavior,none,masked,500,0.716,0.6749440569,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,PDIS,misspecified_behavior,20,masked,500,0.692,0.6501980013,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,PDIS,misspecified_behavior,none,masked,500,0.692,0.6501980013,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,PDIS,paper_lstm_h16,20,masked,500,0.836,0.8010053635,False,True,True,True,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,PDIS,paper_lstm_h16,none,masked,500,0.836,0.8010053635,False,True,True,True,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WDR,crossfit_stronger,20,masked,500,0.662,0.619442738,False,True,True,False,0.0,True,90.91252829,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WDR,crossfit_stronger,none,masked,500,0.664,0.6214872242,False,True,True,False,0.0,True,88.79132372,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WDR,exact_behavior,20,masked,500,0.664,0.6214872242,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WDR,exact_behavior,none,masked,500,0.666,0.6235325314,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WDR,misspecified_behavior,20,masked,500,0.52,0.476223453,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WDR,misspecified_behavior,none,masked,500,0.52,0.476223453,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WDR,paper_lstm_h16,20,masked,500,0.338,0.2979130243,False,True,True,False,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WDR,paper_lstm_h16,none,masked,500,0.338,0.2979130243,False,True,True,False,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WIS,crossfit_stronger,20,masked,500,0.024,0.01378131466,False,True,True,True,0.0,True,90.91252829,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WIS,crossfit_stronger,none,masked,500,0.024,0.01378131466,False,True,True,False,0.0,True,88.79132372,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WIS,exact_behavior,20,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WIS,exact_behavior,none,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WIS,misspecified_behavior,20,masked,500,0.326,0.286375316,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WIS,misspecified_behavior,none,masked,500,0.326,0.286375316,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WIS,paper_lstm_h16,20,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WIS,paper_lstm_h16,none,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WPDIS,crossfit_stronger,20,masked,500,0.024,0.01378131466,False,True,True,True,0.0,True,90.91252829,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WPDIS,crossfit_stronger,none,masked,500,0.024,0.01378131466,False,True,True,False,0.0,True,88.79132372,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WPDIS,exact_behavior,20,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WPDIS,exact_behavior,none,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WPDIS,misspecified_behavior,20,masked,500,0.326,0.286375316,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WPDIS,misspecified_behavior,none,masked,500,0.326,0.286375316,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WPDIS,paper_lstm_h16,20,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,WPDIS,paper_lstm_h16,none,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,20,masked,500,0.024,0.01378131466,False,True,True,True,0.0,True,90.91252829,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,none,masked,500,0.024,0.01378131466,False,True,True,False,0.0,True,88.79132372,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,20,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,none,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,86.64482202,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,20,masked,500,0.326,0.286375316,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,none,masked,500,0.326,0.286375316,False,True,True,False,0.0,True,147.0817158,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,146.7205372,True,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,CWPDIS,crossfit_stronger,20,masked,500,0.024,0.01378131466,False,True,True,True,0.0,True,63.81297276,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,CWPDIS,crossfit_stronger,none,masked,500,0.024,0.01378131466,False,True,True,False,0.0,True,59.27375734,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,CWPDIS,exact_behavior,20,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,54.17729062,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,CWPDIS,exact_behavior,none,masked,500,0.0,4.33680869e-19,False,True,True,False,0.0,True,53.40250512,False,0,True,True,False,False,"Passing tuples remain estimator--denominator--clip--support--horizon--mechanism specific and do not authorize retrospective EHR OPE without separate trained-policy, probability, overlap, and task-contract gates."
