task,method,seed,exact_oracle_value,exact_policy_value,exact_regret,negative_regret,claim_boundary
respiratory,behavior_cloning,3411,0.2514049637656743,-0.6870617289697007,0.9384666927353752,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,discrete_bcq,3411,0.2514049637656743,-0.5022556034182164,0.7536605671838907,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,discrete_cql,3411,0.2514049637656743,-0.61676596556087,0.8681709293265443,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,soft_spibb,3411,0.2514049637656743,-0.6708229769732564,0.9222279407389308,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,decision_transformer_adapter,3411,0.2514049637656743,-0.6603390960471212,0.9117440598127956,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,empirical_behavior,3411,0.2514049637656743,-0.6589041373580138,0.910309101123688,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,random_supported,3411,0.2514049637656743,-0.5569164837977322,0.8083214475634064,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,minimum_supported_action,3411,0.2514049637656743,-0.7964714024604391,1.0478763662261137,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,maximum_supported_action,3411,0.2514049637656743,-1.0120469161806844,1.2634518799463588,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,severity_rule,3411,0.2514049637656743,0.092554597073499,0.1588503666921752,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H1_exhaustive__support_constrained,3411,0.2514049637656743,-0.3324578428726115,0.5838628066382858,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H1_exhaustive__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.0246531709782849,0.2760581347439592,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H4_categorical_CEM__support_constrained,3411,0.2514049637656743,-0.2464012207380698,0.4978061845037441,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.1536711829714735,0.4050761467371478,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H8_categorical_CEM__support_constrained,3411,0.2514049637656743,-0.3337394054355295,0.5851443692012037,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.3456135406999054,0.5970185044655797,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,transformer_world_model__H1_exhaustive__support_constrained,3411,0.2514049637656743,-0.3324578428726115,0.5838628066382858,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,transformer_world_model__H1_exhaustive__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.024394641831661,0.2757996055973353,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,transformer_world_model__H4_categorical_CEM__support_constrained,3411,0.2514049637656743,-0.3039341931891657,0.55533915695484,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,transformer_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.2446700520976645,0.4960750158633388,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,transformer_world_model__H8_categorical_CEM__support_constrained,3411,0.2514049637656743,-0.2740607383227573,0.5254657020884316,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,transformer_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.2944584349099655,0.5458633986756398,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,dreamer_v3_categorical_rssm__H1_exhaustive__support_constrained,3411,0.2514049637656743,-0.3324578428726115,0.5838628066382858,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,dreamer_v3_categorical_rssm__H1_exhaustive__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.0362348308205474,0.2876397945862217,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_constrained,3411,0.2514049637656743,-0.2464012207380698,0.4978061845037441,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.1370497460965934,0.3884547098622677,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_constrained,3411,0.2514049637656743,-0.3337394054355295,0.5851443692012037,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.2102787502532656,0.4616837140189399,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,gaussian_recurrent_ensemble__H1_exhaustive__support_constrained,3411,0.2514049637656743,-0.3324578428726115,0.5838628066382858,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,gaussian_recurrent_ensemble__H1_exhaustive__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.0472382105899382,0.2986431743556125,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,gaussian_recurrent_ensemble__H4_categorical_CEM__support_constrained,3411,0.2514049637656743,-0.2464012207380698,0.4978061845037441,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,gaussian_recurrent_ensemble__H4_categorical_CEM__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.141090823695673,0.3924957874613474,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,gaussian_recurrent_ensemble__H8_categorical_CEM__support_constrained,3411,0.2514049637656743,-0.3337394054355295,0.5851443692012037,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,gaussian_recurrent_ensemble__H8_categorical_CEM__support_and_uncertainty_penalized,3411,0.2514049637656743,-0.278557742613442,0.5299627063791164,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,exact_adaptive_oracle,3411,0.2514049637656743,0.2514049637656743,0.0,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,behavior_cloning,3414,0.2514049637656743,-0.6960462565515225,0.9474512203171968,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,discrete_bcq,3414,0.2514049637656743,-0.643202232775177,0.8946071965408513,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,discrete_cql,3414,0.2514049637656743,-0.5022265937242689,0.7536315574899433,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,soft_spibb,3414,0.2514049637656743,-0.661237870229012,0.9126428339946864,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,decision_transformer_adapter,3414,0.2514049637656743,-0.658674771152128,0.9100797349178024,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,empirical_behavior,3414,0.2514049637656743,-0.6589041373580138,0.910309101123688,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,random_supported,3414,0.2514049637656743,-0.5569164837977322,0.8083214475634064,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,minimum_supported_action,3414,0.2514049637656743,-0.7964714024604391,1.0478763662261137,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,maximum_supported_action,3414,0.2514049637656743,-1.0120469161806844,1.2634518799463588,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,severity_rule,3414,0.2514049637656743,0.092554597073499,0.1588503666921752,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H1_exhaustive__support_constrained,3414,0.2514049637656743,-0.4551021892022838,0.7065071529679581,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H1_exhaustive__support_and_uncertainty_penalized,3414,0.2514049637656743,-0.1698644342204327,0.4212693979861069,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H4_categorical_CEM__support_constrained,3414,0.2514049637656743,-0.2583800481152582,0.5097850118809325,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,3414,0.2514049637656743,-0.2409709406332175,0.4923759043988918,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H8_categorical_CEM__support_constrained,3414,0.2514049637656743,-0.3105604882050816,0.5619654519707559,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,grud_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,3414,0.2514049637656743,-0.3032438571623185,0.5546488209279928,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
respiratory,transformer_world_model__H1_exhaustive__support_constrained,3414,0.2514049637656743,-0.4551021892022838,0.7065071529679581,False,"Exact finite known-construction technical benchmark only. Task profiles use aggregate EHR-derived dimensions and support, but action response is injected and is not a treatment benefit, causal effect, counterfactual claim, clinical utility, policy superiority, deployment, or autonomous-decision result."
