task,method_group,method,seeds,mean_exact_true_return,std_exact_true_return,mean_behavior_relative_exact_return,mean_paired_mc_behavior_delta,mean_paired_mc_se,maximum_unsupported_action_mass,exact_oracle_value,mean_exact_regret,behavior_exact_regret,behavior_normalized_exact_regret,display_method,evidence_role,claim_boundary
aki_rrt,world_model_planner,dreamer_v3_categorical_rssm__H1_exhaustive__support_and_uncertainty_penalized,5,0.10721351403039434,0.0345520838987357,0.1800548051623559,0.17442175566796875,0.00546412605172222,0.0,0.1453668160864294,0.03815330205603506,0.218208107218391,0.17484823337865157,categorical RSSM + H1 exhaustive (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,dreamer_v3_categorical_rssm__H1_exhaustive__support_constrained,5,0.10855064528443606,0.03557289429539335,0.18139193641639761,0.17552903158723954,0.00538000990035844,0.0,0.1453668160864294,0.03681617080199334,0.218208107218391,0.16872045347584777,categorical RSSM + H1 exhaustive (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_and_uncertainty_penalized,5,0.10721351403039434,0.0345520838987357,0.1800548051623559,0.17442175566796875,0.00546412605172222,0.0,0.1453668160864294,0.03815330205603506,0.218208107218391,0.17484823337865157,categorical RSSM + H4 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_constrained,5,0.10901706952500063,0.03449489952118398,0.18185836065696223,0.17624197467187494,0.00546279167025344,0.0,0.1453668160864294,0.03634974656142876,0.218208107218391,0.16658293325943452,categorical RSSM + H4 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_and_uncertainty_penalized,5,0.10721351403039434,0.0345520838987357,0.1800548051623559,0.17442175566796875,0.00546412605172222,0.0,0.1453668160864294,0.03815330205603506,0.218208107218391,0.17484823337865157,categorical RSSM + H8 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_constrained,5,0.10868731565985482,0.034448604801922335,0.18152860679181637,0.1758126924804687,0.00546931871208214,0.0,0.1453668160864294,0.03667950042657458,0.218208107218391,0.16809412305595195,categorical RSSM + H8 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,gaussian_recurrent_ensemble__H1_exhaustive__support_and_uncertainty_penalized,5,0.10855064528443606,0.03557289429539335,0.18139193641639761,0.17552903158723954,0.00538000990035844,0.0,0.1453668160864294,0.03681617080199334,0.218208107218391,0.16872045347584777,Gaussian ensemble + H1 exhaustive (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,gaussian_recurrent_ensemble__H1_exhaustive__support_constrained,5,0.10855064528443606,0.03557289429539335,0.18139193641639761,0.17552903158723954,0.00538000990035844,0.0,0.1453668160864294,0.03681617080199334,0.218208107218391,0.16872045347584777,Gaussian ensemble + H1 exhaustive (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,gaussian_recurrent_ensemble__H4_categorical_CEM__support_and_uncertainty_penalized,5,0.10855064528443606,0.03557289429539335,0.18139193641639761,0.17552903158723954,0.00538000990035844,0.0,0.1453668160864294,0.03681617080199334,0.218208107218391,0.16872045347584777,Gaussian ensemble + H4 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,gaussian_recurrent_ensemble__H4_categorical_CEM__support_constrained,5,0.10901706952500063,0.03449489952118398,0.18185836065696223,0.17624197467187494,0.00546279167025344,0.0,0.1453668160864294,0.03634974656142876,0.218208107218391,0.16658293325943452,Gaussian ensemble + H4 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,gaussian_recurrent_ensemble__H8_categorical_CEM__support_and_uncertainty_penalized,5,0.10855064528443606,0.03557289429539335,0.18139193641639761,0.17552903158723954,0.00538000990035844,0.0,0.1453668160864294,0.03681617080199334,0.218208107218391,0.16872045347584777,Gaussian ensemble + H8 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,gaussian_recurrent_ensemble__H8_categorical_CEM__support_constrained,5,0.10868731565985482,0.034448604801922335,0.18152860679181637,0.1758126924804687,0.00546931871208214,0.0,0.1453668160864294,0.03667950042657458,0.218208107218391,0.16809412305595195,Gaussian ensemble + H8 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,grud_world_model__H1_exhaustive__support_and_uncertainty_penalized,5,0.10870259932476416,0.03571741631466776,0.18154389045672573,0.1756738471848958,0.0054111632430781,0.0,0.1453668160864294,0.036664216761665244,0.218208107218391,0.1680240813645402,GRU-D + H1 exhaustive (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,grud_world_model__H1_exhaustive__support_constrained,5,0.10855064528443606,0.03557289429539335,0.18139193641639761,0.17552903158723954,0.00538000990035844,0.0,0.1453668160864294,0.03681617080199334,0.218208107218391,0.16872045347584777,GRU-D + H1 exhaustive (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,grud_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,5,0.10861702568835549,0.03577110833041447,0.18145831682031707,0.1755217507005208,0.00541121010348036,0.0,0.1453668160864294,0.0367497903980739,0.218208107218391,0.1684162466121999,GRU-D + H4 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,grud_world_model__H4_categorical_CEM__support_constrained,5,0.10887738357314114,0.034579129646070746,0.18171867470510275,0.17606321006249998,0.00546073359860414,0.0,0.1453668160864294,0.03648943251328826,0.218208107218391,0.16722308340619188,GRU-D + H4 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,grud_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,5,0.10861702568835549,0.03577110833041447,0.18145831682031707,0.1755217507005208,0.00541121010348036,0.0,0.1453668160864294,0.0367497903980739,0.218208107218391,0.1684162466121999,GRU-D + H8 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,grud_world_model__H8_categorical_CEM__support_constrained,5,0.10860123207504546,0.03450212139631218,0.18144252320700702,0.1756605959960937,0.0054693803693445205,0.0,0.1453668160864294,0.03676558401138392,0.218208107218391,0.16848862528552855,GRU-D + H8 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,transformer_world_model__H1_exhaustive__support_and_uncertainty_penalized,5,0.10781502747737262,0.03508140257048945,0.1806563186093342,0.1749059913645833,0.00545746091091272,0.0,0.1453668160864294,0.03755178860905678,0.218208107218391,0.17209162889385002,Transformer + H1 exhaustive (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,transformer_world_model__H1_exhaustive__support_constrained,5,0.10855064528443606,0.03557289429539335,0.18139193641639761,0.17552903158723954,0.00538000990035844,0.0,0.1453668160864294,0.03681617080199334,0.218208107218391,0.16872045347584777,Transformer + H1 exhaustive (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,transformer_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,5,0.10781502747737262,0.03508140257048945,0.1806563186093342,0.1749059913645833,0.00545746091091272,0.0,0.1453668160864294,0.03755178860905678,0.218208107218391,0.17209162889385002,Transformer + H4 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,transformer_world_model__H4_categorical_CEM__support_constrained,5,0.10901706952500063,0.03449489952118398,0.18185836065696223,0.17624197467187494,0.00546279167025344,0.0,0.1453668160864294,0.03634974656142876,0.218208107218391,0.16658293325943452,Transformer + H4 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,transformer_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,5,0.10781502747737262,0.03508140257048945,0.1806563186093342,0.1749059913645833,0.00545746091091272,0.0,0.1453668160864294,0.03755178860905678,0.218208107218391,0.17209162889385002,Transformer + H8 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
aki_rrt,world_model_planner,transformer_world_model__H8_categorical_CEM__support_constrained,5,0.10868731565985482,0.034448604801922335,0.18152860679181637,0.1758126924804687,0.00546931871208214,0.0,0.1453668160864294,0.03667950042657458,0.218208107218391,0.16809412305595195,Transformer + H8 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,control,empirical_behavior,5,-1.005785941863798,0.0,0.0,0.0,0.0,0.0,0.1843663634099681,1.190152305273766,1.190152305273766,1.0,Empirical behavior,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,control,maximum_supported_action,5,-1.1345424227354697,0.0,-0.1287564808716714,-0.10120166530319949,0.025954233651701096,0.0,0.1843663634099681,1.3189087861454376,1.190152305273766,1.108184877096091,Maximum supported,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,control,minimum_supported_action,5,-1.14106400180946,0.0,-0.135278059945662,-0.1460921309873335,0.012407207488114,0.0,0.1843663634099681,1.325430365219428,1.190152305273766,1.1136644943224678,Minimum supported,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,control,random_supported,5,-0.8431363118353126,0.0,0.1626496300284854,0.1683802057684267,0.012764636834012499,0.0,0.1843663634099681,1.0275026752452807,1.190152305273766,0.863337129787711,Supported random,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,control,severity_rule,5,0.0362893020490864,0.0,1.0420752439128844,1.0546564849419653,0.0124034658055297,0.0,0.1843663634099681,0.1480770613608817,1.190152305273766,0.12441858130654977,Severity rule,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,model_free,behavior_cloning,5,-1.0194759771008854,0.01430710814408571,-0.0136900352370874,-0.0003409676121616205,0.00894463990141116,0.0,0.1843663634099681,1.2038423405108536,1.190152305273766,1.0115027590808545,Behavior cloning,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,model_free,decision_transformer_adapter,5,-1.0382466368025611,0.01970947526944717,-0.03246069493876314,-0.03143708967833664,0.00914846159494628,0.0,0.1843663634099681,1.2226130002125293,1.190152305273766,1.0272744041203168,Decision Transformer adapter,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,model_free,discrete_bcq,5,-1.1101165872276355,0.022972047841849225,-0.10433064536383765,-0.114232252799824,0.01198476010573366,0.0,0.1843663634099681,1.2944829506376039,1.190152305273766,1.0876615916311982,Discrete BCQ,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,model_free,discrete_cql,5,-0.9530009849353537,0.29411622331620635,0.05278495692844436,0.07198217356110234,0.021239436111697298,0.0,0.1843663634099681,1.1373673483453217,1.190152305273766,0.9556485697716627,Discrete CQL,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,model_free,soft_spibb,5,-1.0810789676453965,0.014519700644749006,-0.07529302578159844,-0.07489610663123217,0.00975143264625188,0.0,0.1843663634099681,1.2654453310553646,1.190152305273766,1.063263353310297,Soft-SPIBB adapter,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,dreamer_v3_categorical_rssm__H1_exhaustive__support_and_uncertainty_penalized,5,-0.3649674864959058,0.19643229288936462,0.6408184553678922,0.6593182113044085,0.015417182220622461,0.0,0.1843663634099681,0.549333849905874,1.190152305273766,0.4615660092172093,categorical RSSM + H1 exhaustive (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,dreamer_v3_categorical_rssm__H1_exhaustive__support_constrained,5,-0.28809088816023565,0.14557869640579169,0.7176950537035622,0.7344874241453754,0.013528099275276501,0.0,0.1843663634099681,0.4724572515702038,1.190152305273766,0.3969720929637878,categorical RSSM + H1 exhaustive (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_and_uncertainty_penalized,5,-0.36161125793937643,0.18958155045593555,0.6441746839244216,0.6642469230006062,0.01556913343454698,0.0,0.1843663634099681,0.5459776213493446,1.190152305273766,0.458746010010673,categorical RSSM + H4 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,dreamer_v3_categorical_rssm__H4_categorical_CEM__support_constrained,5,-0.3487956490173301,0.19735228327498155,0.6569902928464678,0.6767977074570269,0.01541814744561194,0.0,0.1843663634099681,0.5331620124272982,1.190152305273766,0.44797796892445385,categorical RSSM + H4 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_and_uncertainty_penalized,5,-0.3488304693048268,0.1746541040898954,0.6569554725589712,0.6774515482860229,0.0149372372128637,0.0,0.1843663634099681,0.5331968327147949,1.190152305273766,0.4480072259257153,categorical RSSM + H8 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,dreamer_v3_categorical_rssm__H8_categorical_CEM__support_constrained,5,-0.351116694621415,0.18552071939731826,0.654669247242383,0.6745689648619789,0.01493261832083714,0.0,0.1843663634099681,0.5354830580313832,1.190152305273766,0.4499281778126777,categorical RSSM + H8 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,gaussian_recurrent_ensemble__H1_exhaustive__support_and_uncertainty_penalized,5,-0.35449921323618455,0.185976496195466,0.6512867286276134,0.6704566259323943,0.015202610808542561,0.0,0.1843663634099681,0.5388655766461528,1.190152305273766,0.45277026667792714,Gaussian ensemble + H1 exhaustive (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,gaussian_recurrent_ensemble__H1_exhaustive__support_constrained,5,-0.28809088816023565,0.14557869640579169,0.7176950537035622,0.7344874241453754,0.013528099275276501,0.0,0.1843663634099681,0.4724572515702038,1.190152305273766,0.3969720929637878,Gaussian ensemble + H1 exhaustive (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,gaussian_recurrent_ensemble__H4_categorical_CEM__support_and_uncertainty_penalized,5,-0.35442074912566657,0.18183060544800048,0.6513651927381313,0.6711589564726573,0.01533839841095542,0.0,0.1843663634099681,0.5387871125356348,1.190152305273766,0.45270433888854233,Gaussian ensemble + H4 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,gaussian_recurrent_ensemble__H4_categorical_CEM__support_constrained,5,-0.3487956490173301,0.19735228327498155,0.6569902928464678,0.6767977074570269,0.01541814744561194,0.0,0.1843663634099681,0.5331620124272982,1.190152305273766,0.44797796892445385,Gaussian ensemble + H4 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,gaussian_recurrent_ensemble__H8_categorical_CEM__support_and_uncertainty_penalized,5,-0.3523266144878365,0.1802588248989442,0.6534593273759615,0.6712098131480063,0.015003590793624521,0.0,0.1843663634099681,0.5366929778978047,1.190152305273766,0.4509447870828191,Gaussian ensemble + H8 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,gaussian_recurrent_ensemble__H8_categorical_CEM__support_constrained,5,-0.351116694621415,0.18552071939731826,0.654669247242383,0.6745689648619789,0.01493261832083714,0.0,0.1843663634099681,0.5354830580313832,1.190152305273766,0.4499281778126777,Gaussian ensemble + H8 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,grud_world_model__H1_exhaustive__support_and_uncertainty_penalized,5,-0.33692330583438024,0.15366263082133647,0.6688626360294178,0.6868607502503506,0.015218420218867401,0.0,0.1843663634099681,0.5212896692443484,1.190152305273766,0.4380024866854652,GRU-D + H1 exhaustive (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,grud_world_model__H1_exhaustive__support_constrained,5,-0.28809088816023565,0.14557869640579169,0.7176950537035622,0.7344874241453754,0.013528099275276501,0.0,0.1843663634099681,0.4724572515702038,1.190152305273766,0.3969720929637878,GRU-D + H1 exhaustive (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,grud_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,5,-0.3381024368339702,0.1648473848778306,0.6676835050298278,0.6871400713873943,0.015328570942767062,0.0,0.1843663634099681,0.5224688002439384,1.190152305273766,0.43899322626926895,GRU-D + H4 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,grud_world_model__H4_categorical_CEM__support_constrained,5,-0.3487956490173301,0.19735228327498155,0.6569902928464678,0.6767977074570269,0.01541814744561194,0.0,0.1843663634099681,0.5331620124272982,1.190152305273766,0.44797796892445385,GRU-D + H4 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,grud_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,5,-0.33725734479763425,0.16050739195680383,0.6685285970661636,0.6884469131368383,0.01465257888252724,0.0,0.1843663634099681,0.5216237082076024,1.190152305273766,0.43828315577443294,GRU-D + H8 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,grud_world_model__H8_categorical_CEM__support_constrained,5,-0.351116694621415,0.18552071939731826,0.654669247242383,0.6745689648619789,0.01493261832083714,0.0,0.1843663634099681,0.5354830580313832,1.190152305273766,0.4499281778126777,GRU-D + H8 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,transformer_world_model__H1_exhaustive__support_and_uncertainty_penalized,5,-0.33151363454393995,0.1902475922144909,0.674272307319858,0.6936851214527469,0.01504878581233424,0.0,0.1843663634099681,0.5158799979539082,1.190152305273766,0.4334571261744877,Transformer + H1 exhaustive (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,transformer_world_model__H1_exhaustive__support_constrained,5,-0.28809088816023565,0.14557869640579169,0.7176950537035622,0.7344874241453754,0.013528099275276501,0.0,0.1843663634099681,0.4724572515702038,1.190152305273766,0.3969720929637878,Transformer + H1 exhaustive (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,transformer_world_model__H4_categorical_CEM__support_and_uncertainty_penalized,5,-0.33738899343607587,0.20005299794500778,0.668396948427722,0.6885743933025864,0.015011815068286,0.0,0.1843663634099681,0.521755356846044,1.190152305273766,0.4383937707250222,Transformer + H4 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,transformer_world_model__H4_categorical_CEM__support_constrained,5,-0.34632514190648156,0.1998965786108952,0.6594607999573164,0.6781911402921476,0.0152841710171201,0.0,0.1843663634099681,0.5306915053164497,1.190152305273766,0.4459021782043071,Transformer + H4 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,transformer_world_model__H8_categorical_CEM__support_and_uncertainty_penalized,5,-0.34486882453993756,0.17077813715151943,0.6609171173238605,0.6796405472794091,0.01494890844314788,0.0,0.1843663634099681,0.5292351879499056,1.190152305273766,0.4446785387086805,Transformer + H8 CEM (support + uncertainty),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
heart_failure,world_model_planner,transformer_world_model__H8_categorical_CEM__support_constrained,5,-0.3557242447991348,0.18287194033660514,0.6500616970646632,0.6690434351600046,0.015188714667908481,0.0,0.1843663634099681,0.5400906082091029,1.190152305273766,0.4537995732276199,Transformer + H8 CEM (support),primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
respiratory,control,empirical_behavior,5,-0.6589041373580138,0.0,0.0,0.0,0.0,0.0,0.2514049637656743,0.9103091011236881,0.9103091011236881,1.0,Empirical behavior,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
respiratory,control,maximum_supported_action,5,-1.0120469161806844,0.0,-0.3531427788226706,-0.3483093292379274,0.0066259729951318996,0.0,0.2514049637656743,1.2634518799463588,0.9103091011236881,1.3879372164759753,Maximum supported,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
respiratory,control,minimum_supported_action,5,-0.7964714024604391,0.0,-0.1375672651024253,-0.1295987379805525,0.0269072407632233,0.0,0.2514049637656743,1.0478763662261137,0.9103091011236881,1.151121487121915,Minimum supported,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
respiratory,control,random_supported,5,-0.5569164837977322,0.0,0.10198765356028158,0.1062980149614577,0.0100370407037595,0.0,0.2514049637656743,0.8083214475634064,0.9103091011236881,0.8879637109698366,Supported random,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
respiratory,control,severity_rule,5,0.092554597073499,0.0,0.7514587344315129,0.7596566164827478,0.0132657441037464,0.0,0.2514049637656743,0.1588503666921752,0.9103091011236881,0.17450156929782407,Severity rule,primary adaptive exact-finite policy benchmark; lower exact regret is better,known-construction technical benchmark only; no retrospective EHR policy value
