environment,task,mechanism,horizon,estimator,denominator_contract,clipping_contract,support_contract,independent_logged_datasets,mean_spearman_rank_recovery,mean_pairwise_order_recovery,mean_behavior_relative_sign_recovery,false_improvement_probability
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,DR,misspecified_behavior,20,masked,500,0.9603428571,0.9541333333,0.8636,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,DR,misspecified_behavior,none,masked,500,0.9603428571,0.9541333333,0.8636,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,DR,paper_lstm_h16,20,masked,500,0.9585142857,0.952,0.8572,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,DR,paper_lstm_h16,none,masked,500,0.9585142857,0.952,0.8572,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,FQE,crossfit_stronger,20,masked,500,0.9562285714,0.9493333333,0.8492,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,FQE,crossfit_stronger,none,masked,500,0.9562285714,0.9493333333,0.8492,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,FQE,exact_behavior,20,masked,500,0.9562285714,0.9493333333,0.8492,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,FQE,exact_behavior,none,masked,500,0.9562285714,0.9493333333,0.8492,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,FQE,misspecified_behavior,20,masked,500,0.9562285714,0.9493333333,0.8492,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,FQE,misspecified_behavior,none,masked,500,0.9562285714,0.9493333333,0.8492,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,FQE,paper_lstm_h16,20,masked,500,0.9562285714,0.9493333333,0.8492,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,FQE,paper_lstm_h16,none,masked,500,0.9562285714,0.9493333333,0.8492,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,IS,crossfit_stronger,20,masked,500,0.9449142857,0.9457333333,0.8824,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,IS,crossfit_stronger,none,masked,500,0.8428571429,0.8809333333,0.8068,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,IS,exact_behavior,20,masked,500,0.9196571429,0.9266666667,0.868,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,IS,exact_behavior,none,masked,500,0.8478857143,0.8857333333,0.8296,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,IS,misspecified_behavior,20,masked,500,0.9602285714,0.96,0.9484,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,IS,misspecified_behavior,none,masked,500,0.9602285714,0.96,0.9484,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,IS,paper_lstm_h16,20,masked,500,0.7594285714,0.8193333333,0.8064,0.0352
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,IS,paper_lstm_h16,none,masked,500,0.7594285714,0.8193333333,0.8064,0.0352
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,PDIS,crossfit_stronger,20,masked,500,0.9670857143,0.9625333333,0.9024,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,PDIS,crossfit_stronger,none,masked,500,0.9062857143,0.9206666667,0.8528,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,PDIS,exact_behavior,20,masked,500,0.9491428571,0.9454666667,0.892,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,PDIS,exact_behavior,none,masked,500,0.8811428571,0.9056,0.8528,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,PDIS,misspecified_behavior,20,masked,500,0.9587428571,0.9522666667,0.858,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,PDIS,misspecified_behavior,none,masked,500,0.9587428571,0.9522666667,0.858,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,PDIS,paper_lstm_h16,20,masked,500,0.9597714286,0.9630666667,0.9204,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,PDIS,paper_lstm_h16,none,masked,500,0.9597714286,0.9630666667,0.9204,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WDR,crossfit_stronger,20,masked,500,0.9651428571,0.9614666667,0.8976,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WDR,crossfit_stronger,none,masked,500,0.9349714286,0.9392,0.866,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WDR,exact_behavior,20,masked,500,0.9632,0.9598666667,0.8972,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WDR,exact_behavior,none,masked,500,0.9474285714,0.9474666667,0.8728,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WDR,misspecified_behavior,20,masked,500,0.9595428571,0.9533333333,0.8616,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WDR,misspecified_behavior,none,masked,500,0.9595428571,0.9533333333,0.8616,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WDR,paper_lstm_h16,20,masked,500,0.9568,0.95,0.8512,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WDR,paper_lstm_h16,none,masked,500,0.9568,0.95,0.8512,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WIS,crossfit_stronger,20,masked,500,0.9358261352,0.9269333333,0.8572,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WIS,crossfit_stronger,none,masked,500,0.8286077818,0.8586666667,0.7944,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WIS,exact_behavior,20,masked,500,0.9267212272,0.9217333333,0.8536,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WIS,exact_behavior,none,masked,500,0.8343733646,0.8688,0.81,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WIS,misspecified_behavior,20,masked,500,0.9402486659,0.9252,0.8212,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WIS,misspecified_behavior,none,masked,500,0.9402486659,0.9252,0.8212,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WIS,paper_lstm_h16,20,masked,500,0.9578224083,0.9444,0.8808,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WIS,paper_lstm_h16,none,masked,500,0.9578224083,0.9444,0.8808,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WPDIS,crossfit_stronger,20,masked,500,0.9486857143,0.9416,0.9068,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WPDIS,crossfit_stronger,none,masked,500,0.8648,0.8832,0.8404,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WPDIS,exact_behavior,20,masked,500,0.9317030325,0.9258666667,0.8944,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WPDIS,exact_behavior,none,masked,500,0.8491887467,0.8784,0.852,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WPDIS,misspecified_behavior,20,masked,500,0.9245714286,0.912,0.8024,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WPDIS,misspecified_behavior,none,masked,500,0.9245714286,0.912,0.8024,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WPDIS,paper_lstm_h16,20,masked,500,0.923969553,0.9112,0.8,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,WPDIS,paper_lstm_h16,none,masked,500,0.923969553,0.9112,0.8,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,support_restricted_WPDIS,crossfit_stronger,20,masked,500,0.9486857143,0.9416,0.9068,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,support_restricted_WPDIS,crossfit_stronger,none,masked,500,0.8648,0.8832,0.8404,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,support_restricted_WPDIS,exact_behavior,20,masked,500,0.9317030325,0.9258666667,0.8944,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,support_restricted_WPDIS,exact_behavior,none,masked,500,0.8491887467,0.8784,0.852,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,support_restricted_WPDIS,misspecified_behavior,20,masked,500,0.9245714286,0.912,0.8024,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,support_restricted_WPDIS,misspecified_behavior,none,masked,500,0.9245714286,0.912,0.8024,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,support_restricted_WPDIS,paper_lstm_h16,20,masked,500,0.923969553,0.9112,0.8,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,2,support_restricted_WPDIS,paper_lstm_h16,none,masked,500,0.923969553,0.9112,0.8,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,CWPDIS,crossfit_stronger,20,masked,500,0.8089142857,0.8517333333,0.8288,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,CWPDIS,crossfit_stronger,none,masked,500,0.8064,0.8608,0.852,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,CWPDIS,exact_behavior,20,masked,500,0.8165714286,0.8614666667,0.8524,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,CWPDIS,exact_behavior,none,masked,500,0.8147428571,0.8654666667,0.8488,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,CWPDIS,misspecified_behavior,20,masked,500,0.7984,0.8185333333,0.7988,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,CWPDIS,misspecified_behavior,none,masked,500,0.7984,0.8185333333,0.7988,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,CWPDIS,paper_lstm_h16,20,masked,500,0.7691428571,0.7997333333,0.7968,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,CWPDIS,paper_lstm_h16,none,masked,500,0.7691428571,0.7997333333,0.7968,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,DR,crossfit_stronger,20,masked,500,0.7594285714,0.8248,0.7964,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,DR,crossfit_stronger,none,masked,500,0.7277714286,0.8245333333,0.8188,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,DR,exact_behavior,20,masked,500,0.7757714286,0.8348,0.8176,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,DR,exact_behavior,none,masked,500,0.7562285714,0.8317333333,0.8084,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,DR,misspecified_behavior,20,masked,500,0.7410285714,0.7925333333,0.7688,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,DR,misspecified_behavior,none,masked,500,0.7410285714,0.7925333333,0.7688,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,DR,paper_lstm_h16,20,masked,500,0.6262857143,0.746,0.694,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,DR,paper_lstm_h16,none,masked,500,0.6262857143,0.746,0.694,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,FQE,crossfit_stronger,20,masked,500,0.7611428571,0.7964,0.7908,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,FQE,crossfit_stronger,none,masked,500,0.7611428571,0.7964,0.7908,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,FQE,exact_behavior,20,masked,500,0.7611428571,0.7964,0.7908,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,FQE,exact_behavior,none,masked,500,0.7611428571,0.7964,0.7908,0.0
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,3,FQE,misspecified_behavior,20,masked,500,0.7611428571,0.7964,0.7908,0.0
