environment,task,mechanism,horizon,estimator,denominator_contract,clipping_contract,support_contract,target_policy,independent_logged_datasets,intervals_containing_exact_true_value,repeated_dataset_empirical_coverage,binomial_ci_low,binomial_ci_high,binomial_ci_method,true_value_invariant
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,crossfit_stronger,none,masked,random_supported,500,356,0.712,0.6708105508,0.7499567289,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,crossfit_stronger,none,masked,severity_rule,500,482,0.964,0.943815673,0.977108939,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,20,masked,empirical_behavior,500,472,0.944,0.9202552064,0.9609743793,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,20,masked,exact_dynamic_programming_oracle,500,334,0.668,0.6255786635,0.7078595581,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,20,masked,maximum_supported_action,500,362,0.724,0.6832224284,0.7613618671,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,20,masked,minimum_supported_action,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,20,masked,random_supported,500,350,0.7,0.658432196,0.7385180679,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,20,masked,severity_rule,500,474,0.948,0.9248988561,0.9642697349,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,none,masked,empirical_behavior,500,472,0.944,0.9202552064,0.9609743793,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,none,masked,exact_dynamic_programming_oracle,500,334,0.668,0.6255786635,0.7078595581,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,none,masked,maximum_supported_action,500,360,0.72,0.6790813332,0.757563957,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,none,masked,minimum_supported_action,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,none,masked,random_supported,500,350,0.7,0.658432196,0.7385180679,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,exact_behavior,none,masked,severity_rule,500,474,0.948,0.9248988561,0.9642697349,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,20,masked,empirical_behavior,500,437,0.874,0.8420322823,0.9002647111,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,20,masked,exact_dynamic_programming_oracle,500,163,0.326,0.286375316,0.3682779544,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,20,masked,maximum_supported_action,500,368,0.736,0.6956691427,0.7727321686,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,20,masked,minimum_supported_action,500,188,0.376,0.3346400158,0.4192508206,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,20,masked,random_supported,500,398,0.796,0.7584846634,0.8290017271,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,20,masked,severity_rule,500,439,0.878,0.8463952769,0.9038407217,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,none,masked,empirical_behavior,500,437,0.874,0.8420322823,0.9002647111,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,none,masked,exact_dynamic_programming_oracle,500,163,0.326,0.286375316,0.3682779544,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,none,masked,maximum_supported_action,500,368,0.736,0.6956691427,0.7727321686,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,none,masked,minimum_supported_action,500,188,0.376,0.3346400158,0.4192508206,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,none,masked,random_supported,500,398,0.796,0.7584846634,0.8290017271,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,misspecified_behavior,none,masked,severity_rule,500,439,0.878,0.8463952769,0.9038407217,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,20,masked,empirical_behavior,500,435,0.87,0.8376786384,0.8966793496,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,20,masked,exact_dynamic_programming_oracle,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,20,masked,maximum_supported_action,500,438,0.876,0.8442125871,0.9020539089,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,20,masked,minimum_supported_action,500,64,0.128,0.101526824,0.1601456853,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,20,masked,random_supported,500,398,0.796,0.7584846634,0.8290017271,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,20,masked,severity_rule,500,448,0.896,0.8661557291,0.9198057932,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,none,masked,empirical_behavior,500,435,0.87,0.8376786384,0.8966793496,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,none,masked,exact_dynamic_programming_oracle,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,none,masked,maximum_supported_action,500,438,0.876,0.8442125871,0.9020539089,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,none,masked,minimum_supported_action,500,64,0.128,0.101526824,0.1601456853,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,none,masked,random_supported,500,398,0.796,0.7584846634,0.8290017271,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,CWPDIS,paper_lstm_h16,none,masked,severity_rule,500,448,0.896,0.8661557291,0.9198057932,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,20,masked,empirical_behavior,500,472,0.944,0.9202552064,0.9609743793,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,20,masked,exact_dynamic_programming_oracle,500,332,0.664,0.6214872242,0.7040119922,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,20,masked,maximum_supported_action,500,358,0.716,0.6749440569,0.753762228,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,20,masked,minimum_supported_action,500,499,0.998,0.9887592933,0.9996468636,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,20,masked,random_supported,500,361,0.722,0.6811514004,0.7594633925,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,20,masked,severity_rule,500,475,0.95,0.9272318388,0.9659062548,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,none,masked,empirical_behavior,500,472,0.944,0.9202552064,0.9609743793,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,500,332,0.664,0.6214872242,0.7040119922,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,none,masked,maximum_supported_action,500,359,0.718,0.6770122208,0.7556635668,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,none,masked,minimum_supported_action,500,499,0.998,0.9887592933,0.9996468636,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,none,masked,random_supported,500,361,0.722,0.6811514004,0.7594633925,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,crossfit_stronger,none,masked,severity_rule,500,475,0.95,0.9272318388,0.9659062548,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,20,masked,empirical_behavior,500,474,0.948,0.9248988561,0.9642697349,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,20,masked,exact_dynamic_programming_oracle,500,334,0.668,0.6255786635,0.7078595581,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,20,masked,maximum_supported_action,500,357,0.714,0.6728768355,0.7518599468,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,20,masked,minimum_supported_action,500,462,0.924,0.8974035863,0.944130973,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,20,masked,random_supported,500,359,0.718,0.6770122208,0.7556635668,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,20,masked,severity_rule,500,474,0.948,0.9248988561,0.9642697349,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,none,masked,empirical_behavior,500,474,0.948,0.9248988561,0.9642697349,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,none,masked,exact_dynamic_programming_oracle,500,332,0.664,0.6214872242,0.7040119922,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,none,masked,maximum_supported_action,500,357,0.714,0.6728768355,0.7518599468,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,none,masked,minimum_supported_action,500,462,0.924,0.8974035863,0.944130973,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,none,masked,random_supported,500,359,0.718,0.6770122208,0.7556635668,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,exact_behavior,none,masked,severity_rule,500,474,0.948,0.9248988561,0.9642697349,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,20,masked,empirical_behavior,500,472,0.944,0.9202552064,0.9609743793,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,20,masked,exact_dynamic_programming_oracle,500,274,0.548,0.5041754011,0.5910926622,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,20,masked,maximum_supported_action,500,297,0.594,0.5503970661,0.6361695579,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,20,masked,minimum_supported_action,500,286,0.572,0.5282438504,0.6146582446,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,20,masked,random_supported,500,324,0.648,0.6051540371,0.6885891581,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,20,masked,severity_rule,500,473,0.946,0.9225734385,0.9626256498,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,none,masked,empirical_behavior,500,472,0.944,0.9202552064,0.9609743793,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,none,masked,exact_dynamic_programming_oracle,500,274,0.548,0.5041754011,0.5910926622,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,none,masked,maximum_supported_action,500,297,0.594,0.5503970661,0.6361695579,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,none,masked,minimum_supported_action,500,286,0.572,0.5282438504,0.6146582446,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,none,masked,random_supported,500,324,0.648,0.6051540371,0.6885891581,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,misspecified_behavior,none,masked,severity_rule,500,473,0.946,0.9225734385,0.9626256498,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,20,masked,empirical_behavior,500,475,0.95,0.9272318388,0.9659062548,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,20,masked,exact_dynamic_programming_oracle,500,194,0.388,0.3462960294,0.4314118229,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,20,masked,maximum_supported_action,500,253,0.506,0.4622986388,0.5496098691,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,20,masked,minimum_supported_action,500,337,0.674,0.6317220456,0.713624684,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,20,masked,random_supported,500,280,0.56,0.5161968736,0.6028882056,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,20,masked,severity_rule,500,475,0.95,0.9272318388,0.9659062548,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,none,masked,empirical_behavior,500,475,0.95,0.9272318388,0.9659062548,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,none,masked,exact_dynamic_programming_oracle,500,194,0.388,0.3462960294,0.4314118229,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,none,masked,maximum_supported_action,500,253,0.506,0.4622986388,0.5496098691,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,none,masked,minimum_supported_action,500,337,0.674,0.6317220456,0.713624684,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,none,masked,random_supported,500,280,0.56,0.5161968736,0.6028882056,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,DR,paper_lstm_h16,none,masked,severity_rule,500,475,0.95,0.9272318388,0.9659062548,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,20,masked,empirical_behavior,500,447,0.894,0.86394907,0.9180429497,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,20,masked,exact_dynamic_programming_oracle,500,242,0.484,0.4404854432,0.5277585357,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,20,masked,maximum_supported_action,500,233,0.466,0.4227007775,0.5098176777,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,20,masked,minimum_supported_action,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,20,masked,random_supported,500,375,0.75,0.7102363265,0.7859515033,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,20,masked,severity_rule,500,451,0.902,0.8727939491,0.9250760811,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,none,masked,empirical_behavior,500,447,0.894,0.86394907,0.9180429497,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,500,242,0.484,0.4404854432,0.5277585357,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,none,masked,maximum_supported_action,500,233,0.466,0.4227007775,0.5098176777,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,none,masked,minimum_supported_action,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,none,masked,random_supported,500,375,0.75,0.7102363265,0.7859515033,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,crossfit_stronger,none,masked,severity_rule,500,451,0.902,0.8727939491,0.9250760811,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,20,masked,empirical_behavior,500,447,0.894,0.86394907,0.9180429497,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,20,masked,exact_dynamic_programming_oracle,500,242,0.484,0.4404854432,0.5277585357,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,20,masked,maximum_supported_action,500,233,0.466,0.4227007775,0.5098176777,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,20,masked,minimum_supported_action,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,20,masked,random_supported,500,375,0.75,0.7102363265,0.7859515033,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,20,masked,severity_rule,500,451,0.902,0.8727939491,0.9250760811,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,none,masked,empirical_behavior,500,447,0.894,0.86394907,0.9180429497,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,none,masked,exact_dynamic_programming_oracle,500,242,0.484,0.4404854432,0.5277585357,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,none,masked,maximum_supported_action,500,233,0.466,0.4227007775,0.5098176777,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,none,masked,minimum_supported_action,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,none,masked,random_supported,500,375,0.75,0.7102363265,0.7859515033,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,exact_behavior,none,masked,severity_rule,500,451,0.902,0.8727939491,0.9250760811,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,20,masked,empirical_behavior,500,447,0.894,0.86394907,0.9180429497,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,20,masked,exact_dynamic_programming_oracle,500,242,0.484,0.4404854432,0.5277585357,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,20,masked,maximum_supported_action,500,233,0.466,0.4227007775,0.5098176777,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,20,masked,minimum_supported_action,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,20,masked,random_supported,500,375,0.75,0.7102363265,0.7859515033,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,20,masked,severity_rule,500,451,0.902,0.8727939491,0.9250760811,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,none,masked,empirical_behavior,500,447,0.894,0.86394907,0.9180429497,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,none,masked,exact_dynamic_programming_oracle,500,242,0.484,0.4404854432,0.5277585357,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,none,masked,maximum_supported_action,500,233,0.466,0.4227007775,0.5098176777,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,none,masked,minimum_supported_action,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,none,masked,random_supported,500,375,0.75,0.7102363265,0.7859515033,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,misspecified_behavior,none,masked,severity_rule,500,451,0.902,0.8727939491,0.9250760811,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,paper_lstm_h16,20,masked,empirical_behavior,500,447,0.894,0.86394907,0.9180429497,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,paper_lstm_h16,20,masked,exact_dynamic_programming_oracle,500,242,0.484,0.4404854432,0.5277585357,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,paper_lstm_h16,20,masked,maximum_supported_action,500,233,0.466,0.4227007775,0.5098176777,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,paper_lstm_h16,20,masked,minimum_supported_action,500,0,0.0,4.33680869e-19,0.007624340462,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,paper_lstm_h16,20,masked,random_supported,500,375,0.75,0.7102363265,0.7859515033,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,paper_lstm_h16,20,masked,severity_rule,500,451,0.902,0.8727939491,0.9250760811,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,paper_lstm_h16,none,masked,empirical_behavior,500,447,0.894,0.86394907,0.9180429497,wilson_95,True
kdd107_aki_rrt_delayed_tradeoff,aki_rrt,delayed_tradeoff,1,FQE,paper_lstm_h16,none,masked,exact_dynamic_programming_oracle,500,242,0.484,0.4404854432,0.5277585357,wilson_95,True
