entrant_id,profile,environment_seed,horizon,elapsed_hours,evaluation,observed_cells,rmse,mae,nll,crps,coverage_50,width_50,coverage_80,width_80,coverage_90,width_90,coverage_95,width_95,mace,risk_coverage_area
kdd235b_recurrent_gaussian_v1,sepsis,171902,4,16,common_origin_recursive,2008,0.9897069778631916,0.7303714073213475,1.875122876880021,0.5627484227023537,0.35408366533864544,0.766611400251444,0.5931274900398407,1.4565855743114953,0.703187250996016,1.8695073450698956,0.7609561752988048,2.227655400536254,0.1846613545816733,0.7650132881741158
kdd235b_recurrent_gaussian_v1,sepsis,171902,5,20,common_origin_recursive,2434,0.9629264372149745,0.7082621206515171,1.792090765552085,0.5445444563057799,0.36442070665571075,0.7675948531940011,0.6068200493015612,1.4584541655803875,0.7144617912900575,1.871905655999055,0.770747740345111,2.2305131642714944,0.17338742810188992,0.7453596180077839
kdd235b_recurrent_gaussian_v1,sepsis,171902,6,24,common_origin_recursive,2828,0.9354244229794076,0.6831994137107096,1.7101063107139303,0.5252319646250386,0.38472418670438474,0.7684514999178169,0.6230551626591231,1.4600818210780513,0.7266619519094767,1.8739947292136958,0.7818246110325319,2.2330024485425524,0.15843352192362092,0.7252199972059271
kdd235b_recurrent_gaussian_v1,sepsis,171902,7,28,common_origin_recursive,3223,0.912795746555445,0.6653524133459133,1.6443036780910913,0.510884031876398,0.39714551659944153,0.7692696990495992,0.63015823766677,1.4616364249515101,0.7362705553831834,1.8759900416837363,0.7908780639156066,2.2353800099955015,0.14888690660874962,0.7060000937516343
kdd235b_recurrent_gaussian_v1,sepsis,171902,8,32,common_origin_recursive,3583,0.8999648874610184,0.6566259486846965,1.6071963164184349,0.5034166293788017,0.40357242534189225,0.7699766517658354,0.6341054981858778,1.462979657165187,0.7407200669829752,1.8777140615655006,0.7973765001395479,2.237434306390951,0.1435563773374267,0.6916916147892909
kdd235b_recurrent_gaussian_v1,sepsis,171902,9,36,common_origin_recursive,3872,0.8912531103001967,0.6500477926074238,1.582232180678893,0.49831940795809904,0.40831611570247933,0.770500166855092,0.6366219008264463,1.4639743521654118,0.7430268595041323,1.878990738776796,0.799845041322314,2.238955561117221,0.140547520661157,0.6786447019831459
kdd235b_recurrent_gaussian_v1,sepsis,171902,10,40,common_origin_recursive,4060,0.8846496225255829,0.6440184342876525,1.5637102569182855,0.4939864088788689,0.41354679802955663,0.7708436131276816,0.6399014778325123,1.4646269107968661,0.7463054187192119,1.8798282887128295,0.8024630541871921,2.239953563421488,0.1369458128078818,0.6705176552657316
kdd235b_recurrent_gaussian_v1,sepsis,171902,11,44,common_origin_recursive,4134,0.8832043167685945,0.6433847919761468,1.55952567462389,0.4933321078671561,0.413159167876149,0.7709839025243573,0.6398161586840833,1.4648934650267664,0.7469762941461054,1.8801704073630798,0.8023705853894533,2.2403612229371697,0.13691944847605225,0.6677637327626917
kdd235b_recurrent_gaussian_v1,sepsis,171903,1,4,common_origin_recursive,555,1.2011578950678536,0.9548246170328246,2.6014480446897807,0.7381243481398756,0.24864864864864866,0.7637370628377927,0.46306306306306305,1.451124243562885,0.5621621621621622,1.8624978029403791,0.6396396396396397,2.2193030159247233,0.3091216216216216,0.8003062505880174
kdd235b_recurrent_gaussian_v1,sepsis,171903,2,8,common_origin_recursive,1088,1.0696250571050059,0.8109728029491009,2.1322961107469363,0.6268705985110271,0.3290441176470588,0.7653647410644924,0.5569852941176471,1.454216882967744,0.6433823529411765,1.8664671626436486,0.7104779411764706,2.2240327997380787,0.22752757352941178,0.7567614615015842
kdd235b_recurrent_gaussian_v1,sepsis,171903,3,12,common_origin_recursive,1617,1.0020992854775699,0.7437261321316915,1.9120208606859432,0.574320778948623,0.3611626468769326,0.7666820463906974,0.6029684601113172,1.4567198041798268,0.6827458256029685,1.8696796272407472,0.743351886209029,2.2278606874046503,0.18994279529993816,0.7296365093004811
kdd235b_recurrent_gaussian_v1,sepsis,171903,4,16,common_origin_recursive,2085,0.9592014307960411,0.705965238937496,1.7798808510891557,0.5441840871234808,0.37937649880095925,0.7677237457779205,0.6282973621103117,1.4586990655105354,0.7031175059952038,1.8722199816564653,0.7621103117505995,2.2308877063935686,0.16927458033573142,0.6998270929914708
kdd235b_recurrent_gaussian_v1,sepsis,171903,5,20,common_origin_recursive,2514,0.9283241828660627,0.6804237774418761,1.6884151960605027,0.5232953537196188,0.38743038981702466,0.7686235487910706,0.6439936356404137,1.4604087193041613,0.7191726332537789,1.8744142985445893,0.7788385043754972,2.2335023962364353,0.15514120922832142,0.6743144684735478
kdd235b_recurrent_gaussian_v1,sepsis,171903,6,24,common_origin_recursive,2894,0.903335199337794,0.65762172072837,1.6167803909706693,0.5060702910892371,0.4025570145127851,0.7693760259136245,0.6565307532826538,1.4618384493099403,0.7322045611610228,1.8762493371406115,0.7916378714581893,2.2356889795892103,0.14176744989633727,0.6604115883342805
kdd235b_recurrent_gaussian_v1,sepsis,171903,7,28,common_origin_recursive,3261,0.882045114672609,0.637268534044939,1.5574231249679047,0.4914718430105143,0.41704998466728,0.7700640038020902,0.6660533578656854,1.4631456287589486,0.7427169579883471,1.8779270837998838,0.8025145660840233,2.2376881380392244,0.13041628334866606,0.6450511107433557
kdd235b_recurrent_gaussian_v1,sepsis,171903,8,32,common_origin_recursive,3610,0.8632487283024937,0.6200290485457627,1.5063427775116727,0.4788707529053641,0.4263157894736842,0.7706936474915423,0.6750692520775623,1.4643419714101429,0.7545706371191135,1.879462572969262,0.8130193905817175,2.2395177862348574,0.12025623268698063,0.6323826918398812
kdd235b_recurrent_gaussian_v1,sepsis,171903,9,36,common_origin_recursive,3830,0.8509816924905206,0.6090397446339171,1.4737466002094588,0.4703637576451228,0.43289817232375977,0.7710840560403335,0.683289817232376,1.4650837598313302,0.762402088772846,1.8804146481005521,0.8190600522193211,2.240652253726268,0.11308746736292428,0.6224164911719647
kdd235b_recurrent_gaussian_v1,sepsis,171903,10,40,common_origin_recursive,3947,0.8461496348683644,0.6050087488295725,1.4609310199058192,0.4672882738959644,0.43476057765391435,0.7712898083586079,0.6858373448188497,1.4654746956543316,0.7651380795540917,1.8809164087972403,0.8211299721307322,2.241250138473125,0.11078350646060299,0.6171100637832753
kdd235b_recurrent_gaussian_v1,sepsis,171903,11,44,common_origin_recursive,4013,0.8435111647150758,0.6031294677437439,1.453964268761721,0.4656322924112542,0.435584350859706,0.7714059808793724,0.6872663842511837,1.4656954270676938,0.7665088462496885,1.8811997144991819,0.8220782457014703,2.2415877180384562,0.1096405432344879,0.6148453211256769
kdd235b_recurrent_gaussian_v1,sepsis,171904,1,4,common_origin_recursive,582,1.2060967602874657,0.9511831690553059,2.6211612410881577,0.7346955970515299,0.24914089347079038,0.762960849210633,0.4690721649484536,1.449649413457914,0.5721649484536082,1.8606048789937188,0.6666666666666666,2.2170474579223964,0.2982388316151203,0.7780020392134106
kdd235b_recurrent_gaussian_v1,sepsis,171904,2,8,common_origin_recursive,1073,1.086831487777881,0.8091538278457239,2.1915290443252755,0.6288028482701222,0.3364398881640261,0.7644280410041476,0.5619757688723206,1.4524371236334748,0.6551724137931034,1.8641828662682396,0.7334575955265611,2.221310892723097,0.2157385834109972,0.7703697213657164
kdd235b_recurrent_gaussian_v1,sepsis,171904,3,12,common_origin_recursive,1580,1.0198208762118472,0.7355285080810909,1.9688182812874275,0.5746114386811692,0.3759493670886076,0.7658046594190079,0.6082278481012658,1.455052741564227,0.7012658227848101,1.8675399755378064,0.7670886075949367,2.225311135147531,0.17436708860759495,0.7475239288818625
kdd235b_recurrent_gaussian_v1,sepsis,171904,4,16,common_origin_recursive,2049,0.9828510116989196,0.6983680560656379,1.851736735612007,0.5480140128186279,0.3958028306490971,0.7669038283740076,0.6285993167398731,1.4571411968664294,0.7232796486090776,1.870220478898663,0.7823328452903856,2.2285051519047876,0.15499633967789167,0.7244234780014365
kdd235b_recurrent_gaussian_v1,sepsis,171904,5,20,common_origin_recursive,2500,0.9539546208829722,0.6725149232969351,1.7633443587416557,0.528425227671773,0.4088,0.7678796871529892,0.646,1.4589953589876334,0.7372,1.8726002702172606,0.7936,2.2313408481629513,0.1411,0.7073187184509693
kdd235b_recurrent_gaussian_v1,sepsis,171904,6,24,common_origin_recursive,2909,0.9258879630651752,0.6482995708302675,1.6807281080829632,0.5094770700680186,0.4231694740460639,0.7687221058914503,0.6586455826744586,1.4605959808692932,0.7490546579580611,1.8746546461613978,0.8074939841870058,2.2337887880861387,0.12790907528360262,0.6963423255620731
kdd235b_recurrent_gaussian_v1,sepsis,171904,7,28,common_origin_recursive,3297,0.9057998975112589,0.631232244137551,1.6229732681204807,0.4962319783547767,0.43767060964513194,0.7694900351189113,0.6678798908098271,1.4620550703564117,0.7570518653321201,1.876527367243763,0.8140734000606612,2.236020272890855,0.11833105853806491,0.6833850721851863
kdd235b_recurrent_gaussian_v1,sepsis,171904,8,32,common_origin_recursive,3576,0.8925205182373293,0.6190113675481403,1.5855116757587904,0.4870898104950668,0.4463087248322148,0.7700140351732162,0.6756152125279642,1.4630506868053563,0.764261744966443,1.8778052271216863,0.8196308724832215,2.237542936851332,0.11104586129753914,0.6725464763716061
kdd235b_recurrent_gaussian_v1,sepsis,171904,9,36,common_origin_recursive,3804,0.8792326946077702,0.6089531724685758,1.548974223494048,0.4788795140003211,0.45084121976866454,0.7704438837162066,0.6798107255520505,1.463867412445822,0.7705047318611987,1.8788534831326515,0.8251840168243953,2.238792010929661,0.10591482649842274,0.662699037861176
kdd235b_recurrent_gaussian_v1,sepsis,171904,10,40,common_origin_recursive,3892,0.8745646242818799,0.6058979122715804,1.536255163744289,0.47615604909274645,0.4511819116135663,0.7706110521783123,0.6813977389516958,1.46418503773851,0.7728674203494348,1.8792611507823476,0.8275950668036999,2.239277776895685,0.10423946557040083,0.6599857754138364
kdd235b_recurrent_gaussian_v1,sepsis,171904,11,44,common_origin_recursive,3930,0.871812180075823,0.6035862232917523,1.5288578358637352,0.4743609358148395,0.45216284987277355,0.7706901337144968,0.6826972010178117,1.4643352951241464,0.7743002544529262,1.8794540040489542,0.8287531806615777,2.239507575736541,0.10302162849872773,0.657829835771298
kdd235b_recurrent_gaussian_v1,sepsis,171905,1,4,common_origin_recursive,568,1.2707428041946234,1.0173875679907591,2.87099234759284,0.7894557594768455,0.22183098591549297,0.7632669806488269,0.44366197183098594,1.4502310727400094,0.5422535211267606,1.861351430600012,0.6144366197183099,2.2179370290288825,0.3319542253521126,0.8797989559888716
kdd235b_recurrent_gaussian_v1,sepsis,171905,2,8,common_origin_recursive,1057,1.13766756861593,0.8620713278066837,2.3677606561298816,0.6693998992099409,0.3008514664143803,0.7648638034328676,0.5392620624408704,1.4532650858413059,0.6225165562913907,1.865245544257284,0.6811731315042573,2.2225771516482453,0.2515491958372753,0.8791096021114271
kdd235b_recurrent_gaussian_v1,sepsis,171905,3,12,common_origin_recursive,1528,1.0817934373465727,0.7979854579778006,2.1714207125966696,0.6228151858049435,0.34227748691099474,0.7662207407597569,0.5778795811518325,1.4558433090909775,0.6596858638743456,1.8685546579732903,0.7140052356020943,2.2265202038431937,0.21403795811518322,0.8561180337784712
kdd235b_recurrent_gaussian_v1,sepsis,171905,4,16,common_origin_recursive,1961,1.037573985184979,0.7591631115190831,2.0234708106074923,0.5922165764631111,0.36053034166241715,0.7673430717444035,0.5930647628760837,1.4579757729720297,0.6797552269250382,1.8712916457335926,0.7322794492605813,2.2297815259136944,0.19609255481896992,0.8300081004809688
kdd235b_recurrent_gaussian_v1,sepsis,171905,5,20,common_origin_recursive,2376,1.004147706074735,0.7292824615602698,1.9157615589360768,0.5687061761443265,0.3720538720538721,0.7683275458576004,0.6056397306397306,1.4598463044969918,0.6948653198653199,1.8736924469544578,0.7487373737373737,2.2326422570145255,0.18217592592592594,0.8070141300828046
kdd235b_recurrent_gaussian_v1,sepsis,171905,6,24,common_origin_recursive,2808,0.977490908308933,0.705180998450263,1.8323107377439258,0.5506012673460049,0.38746438746438744,0.769248717412542,0.61502849002849,1.4615965591865954,0.7051282051282052,1.8759388745284118,0.761039886039886,2.235319040569417,0.17033475783475782,0.7854487380161117
kdd235b_recurrent_gaussian_v1,sepsis,171905,7,28,common_origin_recursive,3221,0.9546424799104892,0.6868631542876137,1.762785297956977,0.5358375883599462,0.39739211425023285,0.7700474705313922,0.6193728655696988,1.46311421502888,0.7153058056504191,1.8778867647138417,0.7739832350201801,2.237640094884966,0.16098649487736727,0.762286928135911
kdd235b_recurrent_gaussian_v1,sepsis,171905,8,32,common_origin_recursive,3601,0.9327799115912232,0.6665905670335359,1.6983078235879774,0.5208670008348676,0.41016384337683975,0.7707380731270682,0.6273257428492085,1.4644263815034642,0.7245209663982227,1.8795709121511441,0.7831158011663427,2.239646880332426,0.15121841155234658,0.7443709177258052
kdd235b_recurrent_gaussian_v1,sepsis,171905,9,36,common_origin_recursive,3895,0.9136338458316019,0.6493256165409369,1.6435469838007981,0.50795590260769,0.42105263157894735,0.7712329524846854,0.6362002567394095,1.4653666677203052,0.7327342747111681,1.8807777564449877,0.7922978177150193,2.241084924005203,0.14192875481386394,0.7289956615831942
kdd235b_recurrent_gaussian_v1,sepsis,171905,10,40,common_origin_recursive,4081,0.9039029719071224,0.6408696071715954,1.616052281787114,0.5014434638516772,0.4256309728007841,0.7715540331449219,0.6383239402107327,1.4659767309906107,0.7392795883361921,1.8815607641754688,0.7978436657681941,2.2420179352629908,0.13723045822102425,0.7214672200637089
kdd235b_recurrent_gaussian_v1,sepsis,171905,11,44,common_origin_recursive,4152,0.9006687979176814,0.6374339731611403,1.6069599784545507,0.49910123866048123,0.42870905587668595,0.7716864565940545,0.6401734104046243,1.4662283396748075,0.7408477842003853,1.8818837004254803,0.8000963391136802,2.242402737538983,0.13504335260115607,0.7205325489163485
kdd235b_recurrent_gaussian_v1,sepsis,171906,1,4,common_origin_recursive,546,1.2480580311978986,1.009875545635859,2.7782284040572915,0.7799187914014579,0.20695970695970695,0.7641605009117105,0.41208791208791207,1.4519287891121433,0.5384615384615384,1.8635304259735246,0.6282051282051282,2.220533462161039,0.3410714285714286,0.8622174823826833
kdd235b_recurrent_gaussian_v1,sepsis,171906,2,8,common_origin_recursive,1028,1.1230527674166964,0.8578758309417794,2.3133069563426187,0.6658951562913815,0.2830739299610895,0.7655444081002152,0.5214007782101168,1.454558255940188,0.6264591439688716,1.8669053101103328,0.6974708171206225,2.224554884646149,0.2553988326848249,0.8195125992448467
kdd235b_recurrent_gaussian_v1,sepsis,171906,3,12,common_origin_recursive,1502,1.0567494694226176,0.7823443421931271,2.085809291928174,0.6102925816027365,0.32689747003994674,0.7667511085616187,0.5679094540612517,1.4568510244589168,0.6677762982689747,1.8698480466456262,0.7330226364846871,2.2280613715034976,0.21359853528628495,0.7823203610742835
kdd235b_recurrent_gaussian_v1,sepsis,171906,4,16,common_origin_recursive,1958,1.0156530276594884,0.7455910591931537,1.951414757498659,0.5814083848448529,0.3472931562819203,0.7678564564395483,0.5878447395301328,1.4589512199074324,0.6859039836567926,1.8725436183211448,0.7522982635342186,2.231273343265115,0.1941649642492339,0.7521315018462736
kdd235b_recurrent_gaussian_v1,sepsis,171906,5,20,common_origin_recursive,2392,0.9900608715477587,0.7219256160546403,1.8699589036127766,0.5638347699864397,0.3603678929765886,0.7687987591967933,0.5986622073578596,1.460741624540584,0.693561872909699,1.8748415777897502,0.7608695652173914,2.234011530859805,0.1841346153846154,0.7260712129475949
kdd235b_recurrent_gaussian_v1,sepsis,171906,6,24,common_origin_recursive,2807,0.9709983582518724,0.7062601642701402,1.8104597957290447,0.5510152568848234,0.36551478446740293,0.7696389697383846,0.6034912718204489,1.4623380507793085,0.7021731385821162,1.8768905686844792,0.7691485571784824,2.23645305410085,0.1774180619878874,0.712829716247702
kdd235b_recurrent_gaussian_v1,sepsis,171906,7,28,common_origin_recursive,3173,0.9507293776370689,0.6896129848052999,1.7493648981669812,0.5373166396070485,0.37598487236054207,0.7703247242324632,0.6092026473369051,1.4636410057096243,0.7125748502994012,1.8785628932327105,0.7793885912385755,2.2384457517070624,0.16821225969114403,0.6977184019788015
kdd235b_recurrent_gaussian_v1,sepsis,171906,8,32,common_origin_recursive,3453,0.9348294638749282,0.6783431709168383,1.702554489851341,0.5274773590054105,0.3796698523023458,0.770840802405419,0.6136692730958587,1.4646215703368888,0.7179264407761367,1.8798214343066557,0.7848247900376484,2.2399453958927693,0.16347741094700263,0.6862501240086747
kdd235b_recurrent_gaussian_v1,sepsis,171906,9,36,common_origin_recursive,3645,0.9218724510060577,0.6667612712792318,1.665330065823443,0.5183810988282815,0.3862825788751715,0.7711934970173204,0.6208504801097394,1.4652917011015298,0.7251028806584362,1.8806815378314663,0.7917695473251029,2.2409702724556335,0.15649862825788752,0.677769491393598
kdd235b_recurrent_gaussian_v1,sepsis,171906,10,40,common_origin_recursive,3753,0.9148921972279137,0.6618170385500634,1.6454985780027862,0.5139435719944859,0.38822275512922994,0.7713988791301554,0.6216360245137224,1.4656819335226479,0.7298161470823341,1.8811823957216107,0.7961630695443646,2.241567081442142,0.15354050093258725,0.673500478059872
kdd235b_recurrent_gaussian_v1,sepsis,171906,11,44,common_origin_recursive,3795,0.9117513599170388,0.6588887664032547,1.6366670206337763,0.5116831196175232,0.38998682476943347,0.7714800007722511,0.6239789196310935,1.4658360671731554,0.7320158102766798,1.8813802241203181,0.7976284584980237,2.2418028085185413,0.15159749670619238,0.6725885776934143
kdd235b_recurrent_gaussian_v1,sepsis,171907,1,4,common_origin_recursive,578,1.1865250523412356,0.9392362324618712,2.5496576249087695,0.725977073345928,0.2560553633217993,0.7631292454424385,0.46539792387543255,1.4499693715513315,0.5847750865051903,1.8610155407607358,0.6557093425605537,2.217536791599261,0.297015570934256,0.7862299066128913
kdd235b_recurrent_gaussian_v1,sepsis,171907,2,8,common_origin_recursive,1056,1.0695159524162805,0.8192830224835448,2.134408884932269,0.6286925698593961,0.30303030303030304,0.7645821491767115,0.5426136363636364,1.4527299339686282,0.6619318181818182,1.8645586842647486,0.7291666666666666,2.2217587074865683,0.22831439393939393,0.7765926103984959
kdd235b_recurrent_gaussian_v1,sepsis,171907,3,12,common_origin_recursive,1537,1.025254958471794,0.770511102700054,1.9868107631128922,0.5928597848487427,0.3272608978529603,0.7658668705544244,0.5731945348080677,1.4551709446621455,0.6916070266753416,1.8676916875715277,0.7521145087833442,2.225491911185741,0.20145575797007156,0.7552714765879537
kdd235b_recurrent_gaussian_v1,sepsis,171907,4,16,common_origin_recursive,1955,0.9978317257769767,0.7442971374696066,1.8982918185580446,0.5736985998273681,0.3442455242966752,0.7669313370681158,0.5800511508951407,1.4571934642433466,0.7048593350383632,1.8702875633506704,0.7647058823529411,2.2285850879597064,0.18903452685421995,0.7378368903558054
kdd235b_recurrent_gaussian_v1,sepsis,171907,5,20,common_origin_recursive,2311,0.9702541166029027,0.7207394117408318,1.8127299597183277,0.554465235144402,0.359584595413241,0.767814210905148,0.5915188230203375,1.4588709520742558,0.7196019039376893,1.8724405956726007,0.7788836001730852,2.2311505842077555,0.17510276936391173,0.7165722576695881
kdd235b_recurrent_gaussian_v1,sepsis,171907,6,24,common_origin_recursive,2638,0.9408681899843748,0.6942898206233798,1.724996460118233,0.5332168031844408,0.3786959818043973,0.7686084360040114,0.6084154662623199,1.4603800045373176,0.7342683851402577,1.8743774435403433,0.7930250189537529,2.233458480790228,0.15889878695981807,0.6992764876018059
kdd235b_recurrent_gaussian_v1,sepsis,171907,7,28,common_origin_recursive,2927,0.9206435140122143,0.6778141325650783,1.6660546575135098,0.5195474856841866,0.38879398701742396,0.7692949552201886,0.6187222412025966,1.461684412463476,0.7427400068329347,1.8760516329885484,0.8035531260676461,2.23545340056182,0.14904765971984968,0.6868196935362065
kdd235b_recurrent_gaussian_v1,sepsis,171907,8,32,common_origin_recursive,3200,0.9048393795638487,0.6645467201820854,1.620827334330495,0.5089188472206417,0.398125,0.769918059241964,0.625625,1.4628683295420846,0.748125,1.8775711741081687,0.8115625,2.237264045484069,0.14164062500000002,0.6709864307549696
kdd235b_recurrent_gaussian_v1,sepsis,171907,9,36,common_origin_recursive,3395,0.8933358198892541,0.6559122713366798,1.5885473198265823,0.5014964062617148,0.4029455081001473,0.7703453055751035,0.6315169366715758,1.4636801109026591,0.7519882179675994,1.878613084204596,0.8150220913107511,2.238505557938834,0.1371318114874816,0.6618092583152183
kdd235b_recurrent_gaussian_v1,sepsis,171907,10,40,common_origin_recursive,3592,0.8800615179162541,0.6434991457995618,1.5520604358798644,0.49218891982658375,0.41174832962138086,0.7707788862552472,0.6397550111358574,1.464503927720137,0.7583518930957683,1.8796704416427232,0.8201559020044543,2.239765477036533,0.12999721603563477,0.6525736063709094
kdd235b_recurrent_gaussian_v1,sepsis,171907,11,44,common_origin_recursive,3713,0.8717428367089276,0.6352266179594034,1.5295281774339655,0.4864340797159002,0.41852949097764613,0.7710475412195222,0.6439536762725558,1.465014380532738,0.7611096148666846,1.8803256007348492,0.8246700781039591,2.240546147245523,0.1254342849447886,0.6456265520841693
kdd235b_recurrent_gaussian_v1,sepsis,171908,1,4,common_origin_recursive,557,1.2520302968289436,1.027037680258697,2.7966578083094142,0.795716342417704,0.20287253141831238,0.7637255037323467,0.4254937163375224,1.4511022809019607,0.5134649910233393,1.8624696141702581,0.59245960502693,2.2192694269333995,0.353927289048474,0.8867505863937843
kdd235b_recurrent_gaussian_v1,sepsis,171908,2,8,common_origin_recursive,1027,1.1338203940434266,0.8759632788034284,2.3535029678478523,0.6829521330460624,0.29795520934761444,0.7651613231305959,0.5063291139240507,1.4538303825478798,0.6066212268743915,1.8659710947252566,0.6757546251217137,2.22344169835495,0.2658349561830574,0.8478582073730477
kdd235b_recurrent_gaussian_v1,sepsis,171908,3,12,common_origin_recursive,1519,1.0486382663234979,0.786011043530781,2.0617877997427345,0.6141821991845792,0.3377221856484529,0.7664731684757614,0.5516787360105333,1.4563229296256677,0.6589861751152074,1.8691702442651388,0.7182356813693219,2.2272537201522624,0.22084430546412112,0.8078447460355972
kdd235b_recurrent_gaussian_v1,sepsis,171908,4,16,common_origin_recursive,2023,0.9949654718336738,0.7272469451956876,1.889344148853657,0.5711017647984288,0.3741967375185368,0.7676663512706758,0.5862580326248147,1.4585900141563948,0.6925358378645576,1.8720800157587165,0.7478991596638656,2.2307209267396497,0.18727755808205632,0.7801127891830931
kdd235b_recurrent_gaussian_v1,sepsis,171908,5,20,common_origin_recursive,2454,0.9656619420714195,0.7003261790836773,1.7986452303499256,0.5501448257934866,0.3883455582722086,0.768576720476889,0.5973920130399348,1.4603197440464442,0.7057864710676447,1.8743001000376391,0.7628361858190709,2.2333663203224186,0.17390994295028525,0.755573168360052
