path,sha256,bytes,asset_class
fixtures/kdd212_expected/public_ope_smoke.json,bce577b73ed63f6a0c290a191d498827aeed1402f428ccc3d914dec6cdecf323,4375,synthetic_fixture_or_expected_output
fixtures/kdd212_expected/public_pomdp_smoke.json,84435f4dc4a54fc52ca55eebcb42596fb54843f83576d31008ad2b76fd65d955,1027,synthetic_fixture_or_expected_output
fixtures/kdd212_public_smoke_hashes.json,e6db03fcb9b8bcf5869911cc3fb7d9874e3c0e314e02862c18454689b400dcf5,595,synthetic_fixture_or_expected_output
fixtures/kdd214_expected/computed_smoke.json,b11682c9ba0e4b0638670f2dc6c52af4e910a74f271abaa0528250d65f691592,4960,synthetic_fixture_or_expected_output
fixtures/kdd214_expected/synthetic_fixture.csv,5709d0e593d87ce9ad9ffb6e94d8e99e70bd48fb03b6f41d109a9a0a4532ece5,20382,synthetic_fixture_or_expected_output
fixtures/kdd214_expected/unrounded_float_repr.json,d781bcbca85e583ac7a71693eff2ce60c05dc27a5a373c637dec04aaf01a898c,4470,synthetic_fixture_or_expected_output
fixtures/kdd215_expected/runtime_probe.json,3ba2debdd7c6d6b9c6ec0f681ea6d08685480f83e1fc56cc7abbfda77b179763,244,synthetic_fixture_or_expected_output
fixtures/kdd245v2r/ensemble.json,b02239fc8bbc346f36d4867c3cd1751f1ddfaaff3644d28ab0a64e7c98858288,2543,synthetic_fixture_or_expected_output
fixtures/kdd245v2r/gaussian.json,c944bc873f65e27f283a7b68e620ed940adab5139c9d8a4dfab78e754156862c,1731,synthetic_fixture_or_expected_output
fixtures/kdd245v2r/point.json,0473b96eb1f8b78786078737cfd2e02586d6f38e44bbce5d576fb0b3576b1bfb,1483,synthetic_fixture_or_expected_output
fixtures/synthetic_small.csv,55217a083bfb26822c47b20ce48a1a1c3fc5c121682c94cb3008019a51a62ebe,53955,synthetic_fixture_or_expected_output
fixtures/transition_submission_small.json,79034bb4b9171f300ec1b25b0fbdc39095f91ef907c73440db2ae3fbf9a0e02b,690,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/README.md,6b19e2ce245786f286084c6474ecbaddd897c8f8886db07b0603cbcfb21e0b09,303,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/crash.json,27605d2eaa44d81259b4f4e0c0b30f872298fe5195bca8d3bbe8ffd748d3a8ee,253,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/invalid.py,de1c47b6f5f077921dc76b8847dcd859524520ee990ceadb200d5a2b93d94352,1288,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/malformed.json,45117d9d4b6f78bae1313f06dd0f12e437b4969edb877ffaa3a676aad79b8421,261,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/negative.json,584283260ceadf9e8668c65e584c3f09a98dc3702b559745e711aa4bbf102259,259,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/nondeterministic.json,26bd7d1938edc7d68cfa751d81427139a20d35952732ea2dd3ec212a384e51d5,275,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/nonfinite.json,5bd7568177348c9662cf6a2a3da3a67272182c013c2bcb4b2b4c8e5762524608,261,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/nonnormalized.json,c4f0cde30d802f73ae0d9bcbd2fb95b52fb0ddc306659310275b9414720fc6f9,269,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/slow.json,eac81f71b7e7fe45b2220d3d705d2f2e0651d152df5177970b1ee688cf09e7fc,251,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/unsupported.json,40d18cc127c0623d109a6d098b9b48176dc6323e799506c22f698af3277fe063,265,synthetic_fixture_or_expected_output
invalid_entrant_fixtures/wrong_dimension.json,9fa56c9e8e173a697ef60c3110cf50ee3edecd684c639f2fec3a7699ccd4998b,273,synthetic_fixture_or_expected_output
policy_entrant_example/entrant.json,846ff83e2324ea6a50861a9775a8170d354740fb74dd2b02694c2411f5902d01,229,entrant_runtime_or_example
policy_entrant_example/entrant.py,1ea139a6479beca2d712040206e30c09eaa9a4963cc4dc573eccde683c71b9ab,1982,entrant_runtime_or_example
recursive_world_model_entrant/README.md,af33a67dad835f7227df404c1a22b11519ae56c892c616c7bf2d40438f8cdffe,681,entrant_runtime_or_example
recursive_world_model_entrant/entrant.json,52d98ad776ab7e1471009304cf1d347fd5252fcd3166b35b3b6add6ca3f26f0a,584,entrant_runtime_or_example
recursive_world_model_entrant/entrant.py,874a987b5b57413c0da10b45533017a2e9f2d92e79aa9f64513f30eae126f58b,5508,entrant_runtime_or_example
schemas/aggregate_metrics.schema.json,55ee319aca4345b96d91f41bfe26866d06d39b012d0cf05e981d5d457955512d,2034,contract_or_schema
schemas/credentialed_aggregate_receipt.schema.json,1f229de694f995b9a500270f3e411dab8bddfee46b15ac038bdb1a21b561f117,12561,contract_or_schema
schemas/credentialed_controlled_stop_receipt.schema.json,15d84e9f5988d63dd61edb9a8667d59544a7e52481efbe1029bb8b83c01cd374,2474,contract_or_schema
schemas/ehr_component_result.schema.json,9ebd789b85d268568d01aa3a23e768424229cb0572dd56666460ed80ee2c30b4,5729,contract_or_schema
schemas/ehr_component_submission.schema.json,ccd9acd39eb8d970a435c0005475bfb90126a6f325ae891025db2af00be4f95c,3306,contract_or_schema
schemas/entrant_api_and_component_source.schema.json,c888fe94bdc2a46029a5f3bef5e152ea7c7782d298f4f31d9dbd418dbdfffac3,2909,contract_or_schema
schemas/entrant_protocol.schema.json,32419cefb60ed8cc933096caa69f0d14389674b3aa4ea94fdd425a80ca91ac43,933,contract_or_schema
schemas/leaderboard_submission.schema.json,7dfe21da05e4c5d96402baa92da7dd3affc9aee030e00f288f6f6d2a230b8249,3264,contract_or_schema
schemas/planner_adapter_and_policy_output.schema.json,2cb93e32da31e9efc62647fa67b070ac1760c177b20c9e35058fdf9744ed0576,1000,contract_or_schema
schemas/recursive_entrant_request.schema.json,f6aa35572426b671d5b51c56eb6e2fe274ec994c70662a9dbc2936900c19c489,1072,contract_or_schema
schemas/recursive_prediction_output.schema.json,c7d905dc8d230f4cb5d43ac973d1984e72ae8a114c51c69782f98f2f3611fd7f,1288,contract_or_schema
schemas/stage_resource_instrumentation.schema.json,e5ae77679ccd52e0616f3d0a4d8694e0fac4da8c1a55491042f5bad610573119,1809,contract_or_schema
schemas/transition_submission.schema.json,c8a734b17847ea1f45672cde0192914ca134d038a1e8655c421a81db0feee80b,1730,contract_or_schema
src/kdd2027_benchmark/__init__.py,0e345ae8065a29a5dbc7026837b70f8dd30adf2c19a9b9d7919f0bd6792fb983,332,runtime_source
src/kdd2027_benchmark/baseline.py,46601af2b9585c063c684e5eb9f3dc764f72b2c75f39cbbd7d1ae50bfaa1d4bc,1358,runtime_source
src/kdd2027_benchmark/canonical.py,71f0a8735604863e4dc214abba36fd57b52284cd430e057acd0ce2b7eb1fc78a,2673,runtime_source
src/kdd2027_benchmark/cli.py,2b67de9ca206ba0596208bec8cb7f1b3855b5f028593b7bbf1a5f1b37b6da955,17195,runtime_source
src/kdd2027_benchmark/config.py,22e2c2e0c5b564fb4a1f2f74258b6eec9f503ff0c9ff6b8bcb5442f1803a59d4,3470,runtime_source
src/kdd2027_benchmark/current_five_task/__init__.py,7cffb54bb5bebbe0a9a683b3c634ac06360690179580163fd7a2a95b8a63f42d,216,runtime_source
src/kdd2027_benchmark/current_five_task/authoritative_semantics.py,48b1d89cfe8dcac97dfb3af60cea165fc0a274e465c655290377c50ffc18e708,8153,runtime_source
src/kdd2027_benchmark/current_five_task/contracts.py,2827838281531cc62655bee4ae9ed3a0d84b96934bf6710b20032ecccf4f032b,20896,runtime_source
src/kdd2027_benchmark/current_five_task/lineage_source_port.py,08d65ba14a0ad7df9afd6805c4fa04ed3fadc888bb822c1f12ce77336fcbc020,6737,runtime_source
src/kdd2027_benchmark/current_five_task/reconstruct.py,914356315ba3a489b6d97f5b2770b3c87e1b770e3ff735a6198a9a064f69592f,94453,runtime_source
src/kdd2027_benchmark/current_five_task/runtime_config.json,d731ea37e4cb47e20e76dc7d6de8160fe361da88ebf6d2385d2a50b096f84c89,2621,runtime_source
src/kdd2027_benchmark/current_five_task/runtime_config.py,c91f696585f8615012a099c0f57e42993a58e6d93bfaea1d8a04341d453b4107,3313,runtime_source
src/kdd2027_benchmark/ehr_component_scorer.py,8c81b55f5378029825d4b6a1db400cc8367a01fe8e42c5e819ed8c9ada94f345,12010,runtime_source
src/kdd2027_benchmark/entrant_runtime.py,758bdbaf001fe580d886b6783974b888a67933ea115eefe68121a8efa2416c60,6934,runtime_source
src/kdd2027_benchmark/errors.py,367be10c6a03407ac927e5ae7fae8d4fe3661968a4cc53adc5d849560b7be73e,51,runtime_source
src/kdd2027_benchmark/evaluator.py,75b0ff7b6c6d1dfaa1e8a94e75db1ba9a8f3be101b1a76e9726181ac84915fe0,6229,runtime_source
src/kdd2027_benchmark/fixture.py,bd2aa71de1cf17043b59ac9295283ec143e4dbcf695763d412c81a7fa8b99a72,2388,runtime_source
src/kdd2027_benchmark/full_direct_evaluator.py,fd5f1c8f82c662d09f38c4de724263c11064e400c01ed2334d9f569986cf12b4,14364,runtime_source
src/kdd2027_benchmark/full_ope.py,bf161ef7487056fedd79b45ffb1d4cb119b32a5b36a5aa64beb7e04e22f3740c,20048,runtime_source
src/kdd2027_benchmark/full_pomdp_core.py,623e9d9c2e247ea2d2f6f6b272cb12ccf21ac74cf00cb28d0dac8f4b234ab636,36258,runtime_source
src/kdd2027_benchmark/full_pomdp_types.py,780248608566ce7106f086249d932e29a2c7889d07515ae9b2d927891dbc8f4e,30113,runtime_source
src/kdd2027_benchmark/full_pomdp_v2.py,d33ded90f76051265005c67e6eeaa526299a29594b3e4d05440546129fa8429a,12848,runtime_source
src/kdd2027_benchmark/full_suite.py,9b184c96440495ad7fbcd23eba55f0787041e4cbe64bae5b2734e10300712b1c,33092,runtime_source
src/kdd2027_benchmark/gates.py,a93e35e684138b212e38dcc43d2381b7ff19c35ebcdc258128a26548e8cfacaa,2489,runtime_source
src/kdd2027_benchmark/identity.py,9f39447efbc4e4ebed434b6795d55b80536a6a8a826ca5875a05a035830c5958,1137,runtime_source
src/kdd2027_benchmark/manifest.py,baae5375b8a6c8268bf8b3745cf3374e468616b924a908afd2d73787fc9d99a0,4860,runtime_source
src/kdd2027_benchmark/package_schemas/aggregate_metrics.schema.json,55ee319aca4345b96d91f41bfe26866d06d39b012d0cf05e981d5d457955512d,2034,runtime_source
src/kdd2027_benchmark/package_schemas/credentialed_aggregate_receipt.schema.json,1f229de694f995b9a500270f3e411dab8bddfee46b15ac038bdb1a21b561f117,12561,runtime_source
src/kdd2027_benchmark/package_schemas/credentialed_controlled_stop_receipt.schema.json,15d84e9f5988d63dd61edb9a8667d59544a7e52481efbe1029bb8b83c01cd374,2474,runtime_source
src/kdd2027_benchmark/package_schemas/ehr_component_result.schema.json,9ebd789b85d268568d01aa3a23e768424229cb0572dd56666460ed80ee2c30b4,5729,runtime_source
src/kdd2027_benchmark/package_schemas/ehr_component_submission.schema.json,ccd9acd39eb8d970a435c0005475bfb90126a6f325ae891025db2af00be4f95c,3306,runtime_source
src/kdd2027_benchmark/package_schemas/entrant_api_and_component_source.schema.json,c888fe94bdc2a46029a5f3bef5e152ea7c7782d298f4f31d9dbd418dbdfffac3,2909,runtime_source
src/kdd2027_benchmark/package_schemas/entrant_protocol.schema.json,32419cefb60ed8cc933096caa69f0d14389674b3aa4ea94fdd425a80ca91ac43,933,runtime_source
src/kdd2027_benchmark/package_schemas/leaderboard_submission.schema.json,7dfe21da05e4c5d96402baa92da7dd3affc9aee030e00f288f6f6d2a230b8249,3264,runtime_source
src/kdd2027_benchmark/package_schemas/planner_adapter_and_policy_output.schema.json,2cb93e32da31e9efc62647fa67b070ac1760c177b20c9e35058fdf9744ed0576,1000,runtime_source
src/kdd2027_benchmark/package_schemas/recursive_entrant_request.schema.json,f6aa35572426b671d5b51c56eb6e2fe274ec994c70662a9dbc2936900c19c489,1072,runtime_source
src/kdd2027_benchmark/package_schemas/recursive_prediction_output.schema.json,c7d905dc8d230f4cb5d43ac973d1984e72ae8a114c51c69782f98f2f3611fd7f,1288,runtime_source
src/kdd2027_benchmark/package_schemas/stage_resource_instrumentation.schema.json,e5ae77679ccd52e0616f3d0a4d8694e0fac4da8c1a55491042f5bad610573119,1809,runtime_source
src/kdd2027_benchmark/package_schemas/transition_submission.schema.json,c8a734b17847ea1f45672cde0192914ca134d038a1e8655c421a81db0feee80b,1730,runtime_source
src/kdd2027_benchmark/privacy.py,e501e22337a7eb0d0812edf421a5cf8c59c381374182a56203d4ad7883b12a9b,3230,runtime_source
src/kdd2027_benchmark/public_bundle.py,cbad6db6c5516a82783ab9a2e2f6d1e648b88eccc1b2eb711b8857e0cac8e922,1863,runtime_source
src/kdd2027_benchmark/public_ope.py,651b79e0990090f4a484af58f5a956994edfc39dcccbcb4cd11893d423872aa5,6989,runtime_source
src/kdd2027_benchmark/public_pomdp.py,945cd6125b5e9059c3a3e233f03e5fc7c5d43b16469ebc3b522a3ef50c20035a,17108,runtime_source
src/kdd2027_benchmark/report.py,f51d026a33f8f0bb78012e983e989c26497c493eb8e236393b4db405cfc9a7aa,1576,runtime_source
src/kdd2027_benchmark/schema.py,4926a6de62a66fef49b141b5af9ac2c4f5d33456c61affeeeb3d01688332a200,4449,runtime_source
src/kdd2027_benchmark/split.py,fe09b3ad8d065ad2d0d56808c2c2edefa3e6777e8460142b0ac7f44d785adcb1,558,runtime_source
src/kdd2027_benchmark/submission.py,1133ca79d7a6dbb4f041a43f2ee2d70925ec9ea3e8be8000135ce047e8307d59,2437,runtime_source
src/kdd2027_benchmark/transition_entrant.py,fee39153c1e9172ade50ab7a6587ab5fa98771c8a3dbadc9a44e8140ca5350de,2186,runtime_source
src/kdd2027_benchmark/world_model_entrant.py,2326343bf6316b81d6446dbb23bff769c1b6d489d3fccaa9f8ee6054e0cd1c27,12566,runtime_source
src/kdd2027_benchmark/world_model_full.py,96fabd1d066f362ea9b1dfaf8ef5f2d88b7874ab74a9dec01be4eceb65d372c5,15836,runtime_source
src/kdd2027_benchmark/world_model_smoke.py,b30dfe6df10958e7e6c125dbebd0c9824065749b618b93af29d0a935a30c6316,10593,runtime_source
submission/leaderboard_submission_template.json,71304f5d1dead832b9cc9f0e8e7b145011d05dcf68ac4f063681d5b65a6157b4,1077,contract_or_schema
task_cards/canonical_v2/aki.md,4e382ef053e298207f9477cce017118d0f02fd3751b63051aac428507ea315e8,192,contract_or_schema
task_cards/canonical_v2/heart_failure.md,22e6ef9de973791b676c29d8d3bbb7ac7a1a74c8add22a981cb709f3d49c89c8,249,contract_or_schema
task_cards/canonical_v2/respiratory_support.md,eae698154a0fbd8fc6918bdb74ce45078cf3d7cbe0ba1e67028cbfcb56415081,247,contract_or_schema
task_cards/canonical_v2/sepsis.md,309356fd7cd209af60dc5c37cfe9dfcf2d62291c0399ee5bdcabbcd9c87b38c3,239,contract_or_schema
task_cards/canonical_v2/shock.md,0c3f99bd9b83cc90cf6a55695577da461aaa274002b7c07cf0a2ccd512f6016e,189,contract_or_schema
task_cards/kdd2027_af_rate_anticoag_compact_3bin.md,5107bbb98582c43f40cdf1025bd3a75e37395bb30bd3af19d6277ff5cac89740,11911,contract_or_schema
task_cards/kdd2027_aki_diuretic_rrt_factorized_3bin.md,c629ab784b17b41cf12c3a91268733ea4c5c9a7574c96ca11f877eba4aaf92f8,11709,contract_or_schema
task_cards/kdd2027_ami_hemodynamic_compact_3bin.md,15c9c79a55c3c753587886b653e34a01b88b789531ff8b52c483c4aac908464b,11706,contract_or_schema
task_cards/kdd2027_hf_diuretic_binary.md,9c00325a4712172de2d6ea16231bf4a95c6f6db5aa25ef86e5ccfab40d8154ed,11562,contract_or_schema
task_cards/kdd2027_respiratory_peep_5bin.md,299fed781ba9758df89c386bbf95b54e436d766a658074758eedd75ee00ebd3b,11775,contract_or_schema
task_cards/kdd2027_sepsis_vasopressor_3bin.md,e813870b43b90acb2d42d0e4f3b57a12f039a10428636e2379f98cea8aecd019,11344,contract_or_schema
task_cards/kdd2027_shock_fluid_bolus_binary.md,9a924b8c74438271bc36cfe607a8ea23e82b0caa1b75c7a028362d8df0fd429c,11457,contract_or_schema
task_cards/rich_action/af_rate_rhythm_k25.md,ae96b4e70e5e2831484d018af4a29ca279f0cdbdecdb07bfb045ccd1c5d20074,821,contract_or_schema
task_cards/rich_action/aki_no_rich_action_exclusion.md,1e450cc127c25c0c0436fae9e9a96da86dd44b19ada24c5971031b241b74df43,775,contract_or_schema
task_cards/rich_action/ami_fluid_vasopressor_k25.md,fcdcb76894c099e07737c93d6aa96cbae06b95de60d55c670b45b426a7a4cd31,875,contract_or_schema
task_cards/rich_action/hf_no_rich_action_exclusion.md,b7094d88c697ac86a0f13e33e4043331a759330837ed1d07fd6d9e52d5acb663,780,contract_or_schema
task_cards/rich_action/respiratory_peep_fio2_observed_k25.md,3432916a4518ba1748d4f47049ee1f0edc91e836b868b6196bccc5e4d739b083,854,contract_or_schema
task_cards/rich_action/sepsis_original25_reference.md,7d4d92afc12d6889ea81cf00c567beca1133589e9aefae35cb4a39d06e78a362,799,contract_or_schema
task_cards/rich_action/shock_fluid_vasopressor_k25.md,26d77f3aecf15ecced9e9ee2260d53b40cfda56d9662b006712ace66c7a5931a,833,contract_or_schema
tests/test_kdd214_release.py,127464bd3d016c5ce38005d935732aed89b0bc1cd99c0472e6eb1f4ff8f00a5f,7644,public_test
tests/test_kdd215_release.py,4e7281fe09b9c0d312c34bf829ffa3e5cfa715c3c2668627998af674321d8dea,9372,public_test
tests/test_kdd235a.py,684a313428fe562901534df168a0b7c63e9ebc620ab2e9fb42d4beb52bd89d04,6533,public_test
tests/test_kdd235b.py,72d7954254867f8087908047b4c14adce67126c6d3a06aa0df784ede97b9b49e,3520,public_test
tests/test_kdd245v2m_minimal_release.py,c419c47c5509712677abb1f00b606d95948d4f1f2591a373fc53d425f8155e45,3971,public_test
tests/test_kdd245v2r_ehr_component_scorer.py,25093e918d8655a59e32216fd581c34d56bc127fd825b898a149c49da98beed0,9275,public_test
world_model_entrant_example/README.md,230724c295d06e5eec4d3c6e6b73b0b76fd314c66800c1aab4eb09f264fd7478,1453,entrant_runtime_or_example
world_model_entrant_example/ensemble.json,2cfafa9e656fb7e51936afa5e890cad110ed1463015b0e38086fff52a9270c3b,491,entrant_runtime_or_example
world_model_entrant_example/entrant.py,f77dd6b9f7722331546325158d85fc28a996c2824e1ecf66252e6786ae6dada2,3989,entrant_runtime_or_example
world_model_entrant_example/gaussian.json,191f4f34770f5a2c82705977b7f1824a81ad78fa249c42dd5f880b12cbfcd19a,497,entrant_runtime_or_example
world_model_entrant_example/point.json,8847ef85988bf665c6a89bbeeecef0b60da76e1a8ccc94ef6c83fac88b3ad832,464,entrant_runtime_or_example
release/kdd245v2m/capability_manifest.csv,ec1f050c8414a9f01640182fed9ead4397315b9782e231a26f93867371e14350,491,release_manifest
release/kdd245v2m/frozen_kdd245v2m_release_contract.md,5b2d6491be6575199452f2486ddc42c40b87bf6b496a5a32150959bcd99d37f8,714,release_manifest
