path,asset_class,functional_necessity,scope_status
invalid_entrant_fixtures/crash.json,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
invalid_entrant_fixtures/invalid.py,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
invalid_entrant_fixtures/malformed.json,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
invalid_entrant_fixtures/negative.json,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
invalid_entrant_fixtures/nondeterministic.json,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
invalid_entrant_fixtures/nonfinite.json,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
invalid_entrant_fixtures/nonnormalized.json,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
invalid_entrant_fixtures/slow.json,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
invalid_entrant_fixtures/unsupported.json,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
invalid_entrant_fixtures/wrong_dimension.json,synthetic_fixture_or_expected_output,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
policy_entrant_example/entrant.json,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
policy_entrant_example/entrant.py,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
pyproject.toml,documentation_or_packaging,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
pyrightconfig.json,documentation_or_packaging,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
recursive_world_model_entrant/README.md,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
recursive_world_model_entrant/entrant.json,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
recursive_world_model_entrant/entrant.py,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
release/kdd245v2m/capability_manifest.csv,release_manifest,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
release/kdd245v2m/frozen_kdd245v2m_release_contract.md,release_manifest,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
release/kdd245v2m/release_manifest.csv,release_manifest,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/aggregate_metrics.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/credentialed_aggregate_receipt.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/credentialed_controlled_stop_receipt.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/ehr_component_result.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/ehr_component_submission.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/entrant_api_and_component_source.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/entrant_protocol.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/leaderboard_submission.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/planner_adapter_and_policy_output.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/recursive_entrant_request.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/recursive_prediction_output.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/stage_resource_instrumentation.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
schemas/transition_submission.schema.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/__init__.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/baseline.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/canonical.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/cli.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/config.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/current_five_task/__init__.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/current_five_task/authoritative_semantics.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/current_five_task/contracts.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/current_five_task/lineage_source_port.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/current_five_task/reconstruct.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/current_five_task/runtime_config.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/current_five_task/runtime_config.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/ehr_component_scorer.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/entrant_runtime.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/errors.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/evaluator.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/fixture.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/full_direct_evaluator.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/full_ope.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/full_pomdp_core.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/full_pomdp_types.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/full_pomdp_v2.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/full_suite.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/gates.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/identity.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/manifest.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/aggregate_metrics.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/credentialed_aggregate_receipt.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/credentialed_controlled_stop_receipt.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/ehr_component_result.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/ehr_component_submission.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/entrant_api_and_component_source.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/entrant_protocol.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/leaderboard_submission.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/planner_adapter_and_policy_output.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/recursive_entrant_request.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/recursive_prediction_output.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/stage_resource_instrumentation.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/package_schemas/transition_submission.schema.json,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/privacy.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/public_bundle.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/public_ope.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/public_pomdp.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/report.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/schema.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/split.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/submission.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/transition_entrant.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/world_model_entrant.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/world_model_full.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
src/kdd2027_benchmark/world_model_smoke.py,runtime_source,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
submission/leaderboard_submission_template.json,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/canonical_v2/aki.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/canonical_v2/heart_failure.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/canonical_v2/respiratory_support.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/canonical_v2/sepsis.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/canonical_v2/shock.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/kdd2027_af_rate_anticoag_compact_3bin.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/kdd2027_aki_diuretic_rrt_factorized_3bin.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/kdd2027_ami_hemodynamic_compact_3bin.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/kdd2027_hf_diuretic_binary.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/kdd2027_respiratory_peep_5bin.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/kdd2027_sepsis_vasopressor_3bin.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/kdd2027_shock_fluid_bolus_binary.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/rich_action/af_rate_rhythm_k25.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/rich_action/aki_no_rich_action_exclusion.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/rich_action/ami_fluid_vasopressor_k25.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/rich_action/hf_no_rich_action_exclusion.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/rich_action/respiratory_peep_fio2_observed_k25.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/rich_action/sepsis_original25_reference.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
task_cards/rich_action/shock_fluid_vasopressor_k25.md,contract_or_schema,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
tests/test_kdd214_release.py,public_test,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
tests/test_kdd215_release.py,public_test,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
tests/test_kdd235a.py,public_test,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
tests/test_kdd235b.py,public_test,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
tests/test_kdd245v2m_minimal_release.py,public_test,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
tests/test_kdd245v2r_ehr_component_scorer.py,public_test,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
uv.lock,documentation_or_packaging,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
world_model_entrant_example/README.md,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
world_model_entrant_example/ensemble.json,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
world_model_entrant_example/entrant.py,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
world_model_entrant_example/gaussian.json,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
world_model_entrant_example/point.json,entrant_runtime_or_example,install_test_score_or_constructed_entrant,included_under_kddg020s2_runtime_boundary
